frame,bbox_cx,bbox_cy,bbox_dx,bbox_dy,bbox_disp
97,1046.2500,595.5000,0.9375,0.7500,1.2006
98,1046.8125,596.2500,0.5625,0.7500,0.9375
99,1046.8125,596.2500,0.0000,0.0000,0.0000
100,1047.7500,596.2500,0.9375,0.0000,0.9375
101,1048.3125,596.2500,0.5625,0.0000,0.5625
102,1048.3125,596.2500,0.0000,0.0000,0.0000
103,1048.6875,596.2500,0.3750,0.0000,0.3750
104,1049.2500,596.2500,0.5625,0.0000,0.5625
105,1049.8125,596.2500,0.5625,0.0000,0.5625
106,1050.0000,596.2500,0.1875,0.0000,0.1875
107,1051.3125,596.6250,1.3125,0.3750,1.3650
108,1051.3125,597.7500,0.0000,1.1250,1.1250
109,1051.6875,598.5000,0.3750,0.7500,0.8385
110,1052.8125,598.8750,1.1250,0.3750,1.1859
111,1053.1875,599.2500,0.3750,0.3750,0.5303
112,1053.1875,600.0000,0.0000,0.7500,0.7500
113,1053.1875,600.0000,0.0000,0.0000,0.0000
114,1053.7500,601.5000,0.5625,1.5000,1.6020
115,1055.2500,601.1250,1.5000,-0.3750,1.5462
116,1055.2500,601.5000,0.0000,0.3750,0.3750
117,1055.2500,602.2500,0.0000,0.7500,0.7500
118,1056.7500,603.3750,1.5000,1.1250,1.8750
119,1058.2500,603.7500,1.5000,0.3750,1.5462
120,1059.1875,604.1250,0.9375,0.3750,1.0097
121,1058.8125,605.6250,-0.3750,1.5000,1.5462
122,1060.3125,606.3750,1.5000,0.7500,1.6771
123,1060.5000,606.7500,0.1875,0.3750,0.4193
124,1061.2500,608.2500,0.7500,1.5000,1.6771
125,1061.2500,609.0000,0.0000,0.7500,0.7500
126,1061.2500,609.0000,0.0000,0.0000,0.0000
127,1061.2500,609.7500,0.0000,0.7500,0.7500
128,1062.7500,611.2500,1.5000,1.5000,2.1213
129,1063.3125,611.2500,0.5625,0.0000,0.5625
130,1062.7500,612.0000,-0.5625,0.7500,0.9375
131,1063.6875,612.7500,0.9375,0.7500,1.2006
132,1064.2500,614.2500,0.5625,1.5000,1.6020
133,1063.5000,614.2500,-0.7500,0.0000,0.7500
134,1064.2500,615.7500,0.7500,1.5000,1.6771
135,1064.2500,616.5000,0.0000,0.7500,0.7500
136,1065.0000,617.6250,0.7500,1.1250,1.3521
137,1065.7500,618.7500,0.7500,1.1250,1.3521
138,1065.0000,618.7500,-0.7500,0.0000,0.7500
139,1064.2500,619.8750,-0.7500,1.1250,1.3521
140,1064.2500,620.2500,0.0000,0.3750,0.3750
141,1064.2500,620.2500,0.0000,0.0000,0.0000
142,1063.3125,621.0000,-0.9375,0.7500,1.2006
143,1063.5000,621.7500,0.1875,0.7500,0.7731
144,1063.5000,622.5000,0.0000,0.7500,0.7500
145,1063.3125,622.5000,-0.1875,0.0000,0.1875
146,1063.3125,622.8750,0.0000,0.3750,0.3750
147,1063.3125,622.8750,0.0000,0.0000,0.0000
148,1062.0000,623.2500,-1.3125,0.3750,1.3650
149,1062.0000,623.2500,0.0000,0.0000,0.0000
150,1062.0000,623.2500,0.0000,0.0000,0.0000
151,1062.0000,623.6250,0.0000,0.3750,0.3750
152,1061.2500,624.0000,-0.7500,0.3750,0.8385
153,1061.2500,624.0000,0.0000,0.0000,0.0000
154,1061.2500,624.7500,0.0000,0.7500,0.7500
155,1061.2500,625.5000,0.0000,0.7500,0.7500
156,1060.6875,625.1250,-0.5625,-0.3750,0.6760
157,1061.2500,625.5000,0.5625,0.3750,0.6760
158,1061.2500,626.2500,0.0000,0.7500,0.7500
159,1061.2500,627.7500,0.0000,1.5000,1.5000
160,1061.2500,628.5000,0.0000,0.7500,0.7500
161,1060.6875,628.5000,-0.5625,0.0000,0.5625
162,1060.6875,628.5000,0.0000,0.0000,0.0000
163,1061.2500,628.5000,0.5625,0.0000,0.5625
164,1061.8125,629.2500,0.5625,0.7500,0.9375
165,1060.6875,630.0000,-1.1250,0.7500,1.3521
166,1061.8125,630.0000,1.1250,0.0000,1.1250
167,1062.0000,630.7500,0.1875,0.7500,0.7731
168,1062.0000,630.0000,0.0000,-0.7500,0.7500
169,1062.0000,630.7500,0.0000,0.7500,0.7500
170,1062.0000,630.7500,0.0000,0.0000,0.0000
171,1062.0000,631.1250,0.0000,0.3750,0.3750
172,1062.0000,631.1250,0.0000,0.0000,0.0000
173,1062.0000,631.5000,0.0000,0.3750,0.3750
174,1062.7500,631.5000,0.7500,0.0000,0.7500
175,1062.1875,631.5000,-0.5625,0.0000,0.5625
176,1062.1875,632.2500,0.0000,0.7500,0.7500
177,1062.7500,632.2500,0.5625,0.0000,0.5625
178,1062.7500,632.2500,0.0000,0.0000,0.0000
179,1063.5000,632.6250,0.7500,0.3750,0.8385
180,1063.5000,633.0000,0.0000,0.3750,0.3750
181,1063.6875,633.0000,0.1875,0.0000,0.1875
182,1063.5000,633.0000,-0.1875,0.0000,0.1875
183,1063.6875,633.0000,0.1875,0.0000,0.1875
184,1063.5000,633.0000,-0.1875,0.0000,0.1875
185,1063.5000,633.7500,0.0000,0.7500,0.7500
186,1063.5000,633.7500,0.0000,0.0000,0.0000
187,1063.5000,633.7500,0.0000,0.0000,0.0000
188,1063.5000,633.7500,0.0000,0.0000,0.0000
189,1063.5000,634.1250,0.0000,0.3750,0.3750
190,1063.5000,634.5000,0.0000,0.3750,0.3750
191,1063.5000,634.8750,0.0000,0.3750,0.3750
192,1063.6875,635.6250,0.1875,0.7500,0.7731
193,1064.2500,636.0000,0.5625,0.3750,0.6760
194,1064.2500,636.7500,0.0000,0.7500,0.7500
195,1064.8125,636.7500,0.5625,0.0000,0.5625
196,1064.2500,636.7500,-0.5625,0.0000,0.5625
197,1064.2500,636.7500,0.0000,0.0000,0.0000
198,1065.0000,636.7500,0.7500,0.0000,0.7500
199,1065.7500,637.8750,0.7500,1.1250,1.3521
