frame,bbox_cx,bbox_cy,bbox_dx,bbox_dy,bbox_disp
143,1066.5000,620.6250,0.1875,0.3750,0.4193
144,1066.5000,620.2500,0.0000,-0.3750,0.3750
145,1066.5000,621.0000,0.0000,0.7500,0.7500
146,1066.5000,621.7500,0.0000,0.7500,0.7500
147,1066.5000,621.7500,0.0000,0.0000,0.0000
148,1065.7500,622.1250,-0.7500,0.3750,0.8385
149,1065.7500,623.2500,0.0000,1.1250,1.1250
150,1065.7500,623.2500,0.0000,0.0000,0.0000
151,1065.7500,624.0000,0.0000,0.7500,0.7500
152,1065.7500,624.0000,0.0000,0.0000,0.0000
153,1065.7500,624.0000,0.0000,0.0000,0.0000
154,1065.7500,624.7500,0.0000,0.7500,0.7500
155,1065.7500,624.7500,0.0000,0.0000,0.0000
156,1065.7500,624.7500,0.0000,0.0000,0.0000
157,1065.7500,624.0000,0.0000,-0.7500,0.7500
158,1065.1875,624.7500,-0.5625,0.7500,0.9375
159,1065.1875,624.7500,0.0000,0.0000,0.0000
160,1065.7500,625.5000,0.5625,0.7500,0.9375
161,1065.1875,625.5000,-0.5625,0.0000,0.5625
162,1065.1875,626.2500,0.0000,0.7500,0.7500
163,1065.7500,626.2500,0.5625,0.0000,0.5625
164,1066.5000,627.0000,0.7500,0.7500,1.0607
165,1066.5000,627.0000,0.0000,0.0000,0.0000
166,1066.5000,627.0000,0.0000,0.0000,0.0000
167,1065.1875,627.3750,-1.3125,0.3750,1.3650
168,1066.3125,627.3750,1.1250,0.0000,1.1250
169,1066.5000,627.7500,0.1875,0.3750,0.4193
170,1066.3125,628.1250,-0.1875,0.3750,0.4193
171,1066.3125,628.5000,0.0000,0.3750,0.3750
172,1066.5000,628.5000,0.1875,0.0000,0.1875
173,1066.5000,629.2500,0.0000,0.7500,0.7500
174,1066.5000,628.5000,0.0000,-0.7500,0.7500
175,1066.5000,629.2500,0.0000,0.7500,0.7500
176,1066.5000,630.0000,0.0000,0.7500,0.7500
177,1067.2500,630.0000,0.7500,0.0000,0.7500
178,1066.5000,630.0000,-0.7500,0.0000,0.7500
179,1067.2500,629.6250,0.7500,-0.3750,0.8385
180,1067.2500,630.0000,0.0000,0.3750,0.3750
181,1067.8125,630.3750,0.5625,0.3750,0.6760
182,1068.0000,630.3750,0.1875,0.0000,0.1875
183,1068.0000,630.7500,0.0000,0.3750,0.3750
184,1068.0000,631.5000,0.0000,0.7500,0.7500
185,1068.0000,631.5000,0.0000,0.0000,0.0000
186,1068.1875,632.2500,0.1875,0.7500,0.7731
187,1068.0000,632.2500,-0.1875,0.0000,0.1875
188,1068.0000,632.2500,0.0000,0.0000,0.0000
189,1068.0000,632.2500,0.0000,0.0000,0.0000
190,1069.5000,632.6250,1.5000,0.3750,1.5462
191,1069.5000,633.0000,0.0000,0.3750,0.3750
192,1069.5000,633.7500,0.0000,0.7500,0.7500
193,1069.5000,633.7500,0.0000,0.0000,0.0000
194,1070.2500,634.1250,0.7500,0.3750,0.8385
195,1070.2500,634.5000,0.0000,0.3750,0.3750
196,1069.5000,634.5000,-0.7500,0.0000,0.7500
197,1069.5000,635.2500,0.0000,0.7500,0.7500
198,1070.2500,635.2500,0.7500,0.0000,0.7500
199,1070.2500,636.0000,0.0000,0.7500,0.7500
