frame,kp0_conf,kp1_conf,kp2_conf,kp3_conf,kp4_conf,kp5_conf,kp6_conf,kp7_conf,kp8_conf,kp9_conf,kp10_conf,kp11_conf,kp12_conf,kp13_conf,kp14_conf,kp15_conf,kp16_conf,bbox_conf
150,0.9995,0.9810,0.9980,0.9985,0.9995,1.0000,0.9971,0.9263,0.9995,0.9932,0.9561,0.9546,0.9995,0.9956,0.0000,0.0000,0.0000,0.9648
151,0.9990,0.9805,0.9980,0.9985,1.0000,1.0000,0.9976,0.9282,0.9995,0.9932,0.9614,0.9604,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
152,0.9990,0.9805,0.9980,0.9985,1.0000,1.0000,0.9976,0.9297,0.9995,0.9937,0.9629,0.9624,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
153,0.9995,0.9805,0.9980,0.9985,1.0000,1.0000,0.9976,0.9302,0.9995,0.9937,0.9629,0.9624,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
154,0.9990,0.9805,0.9980,0.9985,1.0000,1.0000,0.9976,0.9253,0.9995,0.9932,0.9614,0.9614,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
155,0.9990,0.9805,0.9980,0.9985,1.0000,1.0000,0.9976,0.9258,0.9995,0.9932,0.9634,0.9634,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
156,0.9990,0.9810,0.9980,0.9985,1.0000,1.0000,0.9976,0.9253,0.9995,0.9932,0.9644,0.9644,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
157,0.9990,0.9814,0.9980,0.9985,1.0000,1.0000,0.9976,0.9307,0.9995,0.9937,0.9663,0.9658,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
158,0.9995,0.9814,0.9980,0.9985,1.0000,1.0000,0.9976,0.9331,1.0000,0.9941,0.9688,0.9688,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
159,0.9995,0.9819,0.9980,0.9985,1.0000,1.0000,0.9976,0.9360,1.0000,0.9941,0.9717,0.9697,1.0000,0.9971,0.0000,0.0000,0.0000,0.9648
160,0.9995,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9375,1.0000,0.9946,0.9731,0.9707,1.0000,0.9971,0.0000,0.0000,0.0000,0.9648
161,0.9995,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9375,1.0000,0.9946,0.9722,0.9692,1.0000,0.9971,0.0000,0.0000,0.0000,0.9648
162,0.9995,0.9824,0.9980,0.9985,0.9995,1.0000,0.9976,0.9365,1.0000,0.9941,0.9702,0.9678,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
163,0.9995,0.9824,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,0.9995,0.9941,0.9678,0.9653,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
164,0.9995,0.9824,0.9985,0.9985,0.9995,1.0000,0.9976,0.9341,0.9995,0.9941,0.9663,0.9644,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
165,0.9995,0.9829,0.9985,0.9985,0.9995,1.0000,0.9976,0.9360,1.0000,0.9941,0.9692,0.9673,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
166,0.9995,0.9829,0.9985,0.9985,0.9995,1.0000,0.9976,0.9355,1.0000,0.9941,0.9688,0.9673,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
167,0.9995,0.9824,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,0.9995,0.9941,0.9678,0.9658,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
168,0.9995,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9341,0.9995,0.9941,0.9678,0.9668,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
169,0.9995,0.9824,0.9985,0.9985,0.9995,1.0000,0.9976,0.9355,0.9995,0.9941,0.9683,0.9673,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
170,0.9995,0.9819,0.9985,0.9985,0.9995,1.0000,0.9980,0.9380,1.0000,0.9946,0.9697,0.9688,1.0000,0.9971,0.0000,0.0000,0.0000,0.9648
171,0.9995,0.9824,0.9980,0.9985,0.9995,1.0000,0.9980,0.9385,1.0000,0.9946,0.9707,0.9697,1.0000,0.9971,0.0000,0.0000,0.0000,0.9648
172,0.9995,0.9819,0.9980,0.9985,1.0000,1.0000,0.9980,0.9375,1.0000,0.9941,0.9697,0.9678,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
173,0.9995,0.9814,0.9980,0.9985,1.0000,1.0000,0.9980,0.9380,1.0000,0.9941,0.9702,0.9688,1.0000,0.9971,0.0000,0.0000,0.0000,0.9648
174,0.9995,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9370,1.0000,0.9941,0.9702,0.9678,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
175,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9365,0.9995,0.9941,0.9697,0.9673,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
176,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,0.9995,0.9941,0.9702,0.9678,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
177,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,0.9995,0.9941,0.9707,0.9683,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
178,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9341,1.0000,0.9941,0.9712,0.9692,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
179,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9302,0.9995,0.9937,0.9707,0.9683,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
180,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9326,0.9995,0.9941,0.9731,0.9712,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
181,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9341,1.0000,0.9941,0.9751,0.9731,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
182,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9331,0.9995,0.9941,0.9741,0.9722,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
183,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9346,1.0000,0.9941,0.9756,0.9736,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
184,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9341,0.9995,0.9941,0.9741,0.9722,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
185,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9326,0.9995,0.9941,0.9727,0.9712,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
186,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,1.0000,0.9941,0.9756,0.9736,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
187,0.9990,0.9819,0.9980,0.9985,0.9995,1.0000,0.9976,0.9341,0.9995,0.9941,0.9741,0.9722,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
188,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9331,0.9995,0.9941,0.9741,0.9722,1.0000,0.9971,0.0000,0.0000,0.0000,0.9653
189,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9312,0.9995,0.9937,0.9727,0.9702,1.0000,0.9966,0.0000,0.0000,0.0000,0.9653
190,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9297,0.9995,0.9937,0.9712,0.9688,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
191,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9297,0.9995,0.9937,0.9707,0.9683,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
192,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9272,0.9995,0.9937,0.9697,0.9673,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
193,0.9990,0.9819,0.9985,0.9985,0.9995,1.0000,0.9976,0.9282,0.9995,0.9937,0.9712,0.9688,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
194,0.9990,0.9819,0.9985,0.9985,0.9995,1.0000,0.9976,0.9282,0.9995,0.9937,0.9712,0.9707,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
195,0.9990,0.9814,0.9985,0.9985,0.9995,1.0000,0.9976,0.9268,0.9995,0.9932,0.9702,0.9692,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
196,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9282,0.9995,0.9937,0.9731,0.9722,1.0000,0.9971,0.0000,0.0000,0.0000,0.9658
197,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9268,0.9995,0.9932,0.9722,0.9702,1.0000,0.9971,0.0000,0.0000,0.0000,0.9658
198,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9258,0.9995,0.9932,0.9736,0.9717,1.0000,0.9971,0.0000,0.0000,0.0000,0.9658
199,0.9990,0.9814,0.9980,0.9985,0.9995,1.0000,0.9976,0.9238,0.9995,0.9932,0.9751,0.9731,1.0000,0.9971,0.0000,0.0000,0.0000,0.9658
