frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
11,1225.5000,430.8750,2.4012,1120.5000,236.8125,1.8750,1130.2500,270.1875,2.4012,1047.0000,570.3750,1.1250,823.5000,433.5000,0.0000,721.5000,656.2500,1.1250,991.5000,654.3750,1.8750,1104.0000,859.5000,1.6771,886.5000,688.8750,2.0194,946.5000,918.0000,1.6771,880.5000,700.5000,1.0607,901.5000,871.5000,1.6771,819.7500,710.6250,1.1250,879.7500,885.0000,1.5000,,,,,,,,,
12,1225.5000,430.8750,0.0000,1120.5000,237.0000,0.1875,1130.2500,270.3750,0.1875,1046.2500,570.3750,0.7500,822.7500,433.8750,0.8385,721.5000,656.6250,0.3750,991.5000,654.0000,0.3750,1103.2500,859.5000,0.7500,886.5000,688.8750,0.0000,946.5000,918.0000,0.0000,880.5000,700.5000,0.0000,901.5000,871.5000,0.0000,819.7500,711.0000,0.3750,881.2500,885.7500,1.6771,,,,,,,,,
13,1222.5000,432.0000,3.2040,1119.0000,237.7500,1.6771,1128.7500,271.8750,2.1213,1046.2500,571.5000,1.1250,822.0000,434.6250,1.0607,720.7500,657.7500,1.3521,991.5000,654.7500,0.7500,1102.5000,861.0000,1.6771,887.2500,689.6250,1.0607,946.5000,918.7500,0.7500,878.2500,702.0000,2.7042,897.7500,873.0000,4.0389,819.0000,712.5000,1.6771,878.2500,886.5000,3.0923,,,,,,,,,
14,1225.5000,432.0000,3.0000,1123.5000,237.0000,4.5621,1132.5000,271.6875,3.7547,1049.2500,571.8750,3.0233,825.0000,435.0000,3.0233,722.6250,657.0000,2.0194,991.5000,655.5000,0.7500,1104.0000,861.0000,1.5000,889.5000,689.2500,2.2810,948.0000,918.7500,1.5000,880.5000,702.0000,2.2500,902.2500,871.5000,4.7434,820.5000,711.7500,1.6771,879.7500,885.7500,1.6771,,,,,,,,,
15,1230.0000,430.5000,4.7434,1117.5000,237.3750,6.0117,1132.5000,274.1250,2.4375,1052.2500,576.7500,5.7241,824.2500,441.0000,6.0467,724.1250,655.8750,1.8750,996.0000,652.8750,5.2097,1102.5000,867.0000,6.1847,894.0000,687.7500,4.7434,951.0000,924.0000,6.0467,883.5000,704.2500,3.7500,906.7500,877.5000,7.5000,818.2500,710.6250,2.5156,873.7500,892.5000,9.0312,,,,,,,,,
16,1231.5000,432.7500,2.7042,1116.7500,239.2500,2.0194,1131.7500,276.7500,2.7300,1052.2500,580.1250,3.3750,825.0000,443.2500,2.3717,725.6250,658.8750,3.3541,998.2500,656.2500,4.0562,1104.7500,871.5000,5.0312,895.5000,691.8750,4.3893,953.2500,927.7500,4.3732,888.0000,706.5000,5.0312,912.0000,879.7500,5.7118,818.2500,713.6250,3.0000,871.5000,895.5000,3.7500,,,,,,,,,
17,1230.0000,432.7500,1.5000,1116.7500,240.7500,1.5000,1132.5000,277.8750,1.3521,1052.2500,580.8750,0.7500,825.0000,443.2500,0.0000,725.6250,659.2500,0.3750,997.5000,657.0000,1.0607,1103.2500,872.2500,1.6771,895.5000,693.0000,1.1250,952.5000,928.5000,1.0607,888.0000,706.8750,0.3750,911.2500,880.5000,1.0607,817.5000,714.7500,1.3521,870.7500,896.2500,1.0607,,,,,,,,,
18,1230.0000,432.7500,0.0000,1116.7500,240.7500,0.0000,1132.5000,277.8750,0.0000,1052.2500,580.8750,0.0000,825.0000,443.2500,0.0000,725.6250,659.2500,0.0000,997.5000,657.0000,0.0000,1103.2500,872.2500,0.0000,895.5000,693.0000,0.0000,952.5000,928.5000,0.0000,888.0000,706.8750,0.0000,911.2500,880.5000,0.0000,817.5000,714.7500,0.0000,870.0000,896.2500,0.7500,,,,,,,,,
19,1235.2500,426.0000,8.5513,1141.5000,249.0000,26.0888,1110.0000,273.3750,22.9456,1053.0000,579.3750,1.6771,823.5000,443.2500,1.5000,721.1250,661.5000,5.0312,997.5000,655.8750,1.1250,1104.7500,875.2500,3.3541,885.0000,688.1250,11.5765,951.7500,930.0000,1.6771,888.7500,709.8750,3.0923,918.0000,885.0000,8.1125,814.5000,716.6250,3.5377,876.0000,900.0000,7.0755,,,,,,,,,
20,1227.7500,424.8750,7.5839,1158.0000,246.7500,16.6527,1079.2500,259.1250,33.8914,1045.5000,581.2500,7.7308,813.0000,442.8750,10.5067,711.3750,664.5000,10.2011,997.5000,656.6250,0.7500,1108.5000,871.5000,5.3033,874.5000,685.5000,10.8232,953.2500,931.5000,2.1213,885.7500,708.3750,3.3541,915.0000,882.0000,4.2426,807.0000,715.1250,7.6485,874.5000,898.5000,2.1213,,,,,,,,,
21,1231.5000,410.2500,15.0981,1095.0000,306.0000,86.4845,1084.5000,338.6250,79.6732,1049.2500,578.6250,4.5775,832.5000,426.0000,25.7879,726.3750,653.6250,18.5274,994.5000,667.8750,11.6431,1108.5000,889.5000,18.0000,873.7500,682.8750,2.7300,939.7500,915.7500,20.7440,894.0000,708.7500,8.2585,933.0000,886.5000,18.5540,807.0000,716.6250,1.5000,873.0000,905.2500,6.9147,,,,,,,,,
22,1218.7500,426.0000,20.2639,1164.0000,303.0000,69.0652,1002.0000,325.3125,83.5672,1031.2500,593.2500,23.1925,820.5000,438.0000,16.9706,716.6250,667.5000,16.9581,999.0000,673.1250,6.9147,1105.5000,883.5000,6.7082,855.0000,682.8750,18.7500,941.2500,924.7500,9.1241,894.7500,702.0000,6.7915,939.0000,883.5000,6.7082,797.2500,711.0000,11.2562,879.0000,906.0000,6.0467,,,,,,,,,
23,1198.5000,507.0000,83.4929,1104.0000,349.8750,76.1398,1129.5000,391.1250,143.4836,1020.7500,605.6250,16.2293,817.5000,434.6250,4.5156,717.7500,647.2500,20.2812,991.5000,670.5000,7.9461,1093.5000,876.0000,14.1510,885.0000,711.7500,41.6385,939.0000,926.2500,2.7042,881.2500,702.7500,13.5208,897.7500,879.7500,41.4201,801.7500,717.0000,7.5000,843.0000,904.5000,36.0312,,,,,,,,,
24,1197.7500,507.0000,0.7500,1104.0000,350.6250,0.7500,1130.2500,391.5000,0.8385,1020.7500,606.0000,0.3750,817.5000,434.6250,0.0000,717.3750,647.2500,0.3750,991.5000,670.5000,0.0000,1093.5000,876.0000,0.0000,885.7500,712.1250,0.8385,939.0000,926.2500,0.0000,881.2500,703.1250,0.3750,897.0000,879.7500,0.7500,801.7500,717.0000,0.0000,842.2500,904.5000,0.7500,,,,,,,,,
25,1209.0000,477.7500,31.3389,1110.0000,346.8750,7.0755,1116.7500,387.0000,14.2302,1035.0000,605.2500,14.2697,829.5000,432.0000,12.2838,718.8750,645.0000,2.7042,998.2500,671.6250,6.8431,1095.0000,885.0000,9.1241,891.0000,708.7500,6.2412,942.7500,929.2500,4.8023,882.7500,705.0000,2.4012,900.7500,880.5000,3.8243,799.5000,717.3750,2.2810,838.5000,904.5000,3.7500,,,,,,,,,
26,1151.2500,455.2500,61.9783,1134.7500,314.8125,40.5039,1030.5000,322.3125,107.8125,1020.7500,605.2500,14.2500,803.2500,435.0000,26.4209,700.1250,657.7500,22.6743,997.5000,667.1250,4.5621,1095.0000,875.2500,9.7500,868.5000,699.3750,24.3750,942.7500,929.2500,0.0000,874.5000,703.5000,8.3853,897.0000,870.7500,10.4463,788.2500,718.5000,11.3061,841.5000,900.7500,4.8023,,,,,,,,,
27,1180.5000,389.6250,71.8485,1069.5000,314.6250,65.2503,952.5000,368.2500,90.5221,1024.5000,600.3750,6.1505,807.7500,444.7500,10.7384,701.2500,672.0000,14.2943,1002.0000,663.7500,5.6250,1101.0000,883.5000,10.2011,859.5000,692.2500,11.4789,941.2500,926.2500,3.3541,873.0000,706.1250,3.0233,925.5000,876.7500,29.1247,772.5000,720.0000,15.8213,856.5000,909.7500,17.4929,,,,,,,,,
28,1089.0000,350.6250,99.4648,1114.5000,292.5000,50.1449,957.7500,317.2500,51.2695,1034.2500,587.2500,16.3502,805.5000,444.0000,2.3717,700.8750,659.2500,12.7555,1017.7500,647.6250,22.5406,1092.7500,882.0000,8.3853,867.7500,678.0000,16.4659,941.2500,937.5000,11.2500,868.5000,699.7500,7.8032,911.2500,866.2500,17.7006,777.0000,692.2500,28.1125,853.5000,864.7500,45.0999,,,,,,,,,
29,1096.5000,321.9375,29.6517,1038.0000,276.7500,78.1045,955.5000,340.1250,22.9854,1037.2500,581.2500,6.7082,805.5000,438.3750,5.6250,698.6250,664.8750,6.0583,1017.0000,646.5000,1.3521,1086.7500,875.2500,9.0312,867.7500,689.2500,11.2500,939.0000,931.5000,6.4080,865.5000,702.3750,3.9863,900.0000,864.0000,11.4728,767.6250,701.6250,13.2583,840.0000,871.5000,15.0935,,,,,,,,,
30,1096.5000,322.1250,0.1875,1038.0000,277.1250,0.3750,956.2500,339.7500,0.8385,1037.2500,581.2500,0.0000,805.5000,438.0000,0.3750,698.6250,664.8750,0.0000,1017.0000,646.8750,0.3750,1086.7500,875.2500,0.0000,868.5000,689.6250,0.8385,939.0000,931.5000,0.0000,865.5000,702.3750,0.0000,900.0000,864.0000,0.0000,767.6250,702.0000,0.3750,840.0000,871.5000,0.0000,,,,,,,,,
31,1143.0000,304.1250,49.8623,1023.7500,277.1250,14.2500,948.0000,340.1250,8.2585,1036.5000,578.2500,3.0923,812.2500,444.7500,9.5459,701.2500,648.7500,16.3373,1013.2500,646.5000,3.7687,1092.0000,879.0000,6.4517,871.5000,683.2500,7.0456,937.5000,931.5000,1.5000,856.5000,703.5000,9.0700,901.5000,867.0000,3.3541,766.8750,679.8750,22.1377,855.7500,840.0000,35.2181,,,,,,,,,
32,1092.7500,322.5000,53.5042,1063.5000,264.0000,41.8608,999.7500,310.5000,59.6297,1038.7500,564.3750,14.0562,807.7500,425.2500,20.0125,703.1250,646.5000,2.9288,999.7500,643.5000,13.8293,1087.5000,881.2500,5.0312,863.2500,676.8750,10.4261,924.7500,931.5000,12.7500,864.0000,690.0000,15.4434,897.7500,859.5000,8.3853,778.5000,694.1250,18.3903,848.2500,869.2500,30.1962,,,,,,,,,
33,1138.5000,317.8125,45.9895,981.0000,252.7500,83.2635,919.5000,311.2500,80.2535,1014.0000,571.8750,25.8614,792.7500,430.5000,15.8922,687.7500,663.3750,22.8288,999.0000,654.7500,11.2750,1095.0000,872.2500,11.7154,857.2500,691.8750,16.1555,939.7500,927.0000,15.6605,859.5000,701.6250,12.4656,900.0000,870.7500,11.4728,760.1250,711.7500,25.4614,837.7500,897.0000,29.6701,,,,,,,,,
34,1149.0000,325.5000,13.0134,1043.2500,278.8125,67.4857,917.2500,356.2500,45.0562,1018.5000,563.6250,9.3975,814.5000,415.5000,26.4209,702.0000,653.2500,17.4808,1002.0000,646.5000,8.7785,1093.5000,880.5000,8.3853,854.2500,676.5000,15.6649,927.7500,920.2500,13.7682,873.0000,690.7500,17.3354,930.0000,868.5000,30.0843,754.1250,696.7500,16.1555,840.0000,883.5000,13.6862,,,,,,,,,
35,1156.5000,373.1250,48.2119,1101.7500,221.2500,82.0713,921.7500,317.2500,39.2588,1014.7500,559.8750,5.3033,787.5000,411.7500,27.2592,679.8750,657.7500,22.5780,984.0000,635.2500,21.2265,1095.7500,867.7500,12.9470,859.5000,678.3750,5.5748,939.7500,924.0000,12.5723,851.2500,684.7500,22.5624,903.7500,873.0000,26.6329,762.3750,708.7500,14.5624,848.2500,904.5000,22.5624,,,,,,,,,
36,1156.5000,373.1250,0.0000,1102.5000,221.2500,0.7500,922.5000,316.8750,0.8385,1015.5000,559.8750,0.7500,788.2500,411.7500,0.7500,680.2500,657.7500,0.3750,984.0000,635.2500,0.0000,1095.0000,868.5000,1.0607,859.5000,678.7500,0.3750,939.7500,924.0000,0.0000,852.0000,684.7500,0.7500,904.5000,873.0000,0.7500,762.3750,709.1250,0.3750,848.2500,905.2500,0.7500,,,,,,,,,
37,1151.2500,389.2500,16.9581,1131.0000,222.3750,28.5222,915.7500,295.8750,22.0582,1008.0000,556.8750,8.0777,780.0000,410.2500,8.3853,675.3750,659.6250,5.2231,976.5000,633.0000,7.8302,1094.2500,862.5000,6.0467,854.2500,670.5000,9.7788,942.7500,924.0000,3.0000,844.5000,682.5000,7.8302,901.5000,874.5000,3.3541,763.8750,706.5000,3.0233,862.5000,907.5000,14.4265,,,,,,,,,
38,1155.0000,417.0000,28.0022,1143.0000,234.0000,16.7075,940.5000,282.0000,28.3739,1002.0000,561.0000,7.2812,778.5000,408.0000,2.7042,673.1250,651.7500,8.1901,973.5000,639.0000,6.7082,1092.0000,864.0000,2.7042,851.2500,674.2500,4.8023,945.0000,922.5000,2.7042,847.5000,681.0000,3.3541,893.2500,867.0000,11.1496,764.2500,704.2500,2.2810,855.7500,899.2500,10.6595,,,,,,,,,
39,1164.0000,430.8750,16.5383,1159.5000,251.2500,23.8707,957.7500,280.8750,17.2866,1001.2500,565.1250,4.1926,780.0000,408.0000,1.5000,676.5000,651.0000,3.4573,973.5000,644.6250,5.6250,1090.5000,865.5000,2.1213,849.0000,675.0000,2.3717,946.5000,920.2500,2.7042,852.7500,682.5000,5.4601,892.5000,865.5000,1.6771,768.7500,705.7500,4.7434,860.2500,900.0000,4.5621,,,,,,,,,
40,1173.0000,446.6250,18.1401,1172.2500,264.9375,18.7059,978.0000,288.3750,21.5943,1003.5000,569.2500,4.6987,782.2500,405.0000,3.7500,675.7500,647.2500,3.8243,971.2500,648.0000,4.0562,1086.7500,867.0000,4.0389,848.2500,677.2500,2.3717,944.2500,921.0000,2.3717,850.5000,684.0000,2.7042,883.5000,864.0000,9.1241,768.7500,708.0000,2.2500,859.5000,900.0000,0.7500,,,,,,,,,
41,1179.0000,462.3750,16.8542,1190.2500,274.5000,20.3824,989.2500,295.5000,13.3165,1008.7500,576.0000,8.5513,786.7500,405.0000,4.5000,675.3750,645.7500,1.5462,972.0000,652.1250,4.1926,1089.0000,867.7500,2.3717,849.0000,678.3750,1.3521,945.0000,921.0000,0.7500,849.0000,688.5000,4.7434,879.7500,868.5000,5.8577,771.0000,711.0000,3.7500,860.2500,901.5000,1.6771,,,,,,,,,
42,1179.0000,462.7500,0.3750,1190.2500,274.5000,0.0000,989.2500,295.6875,0.1875,1008.7500,576.0000,0.0000,786.7500,405.0000,0.0000,675.3750,645.7500,0.0000,972.0000,652.1250,0.0000,1089.0000,867.7500,0.0000,849.0000,678.3750,0.0000,945.0000,921.0000,0.0000,849.0000,688.5000,0.0000,879.7500,868.5000,0.0000,771.0000,710.6250,0.3750,859.5000,901.5000,0.7500,,,,,,,,,
43,1178.2500,468.7500,6.0467,1204.5000,282.0000,16.1032,993.7500,294.9375,4.5621,1012.5000,579.7500,5.3033,789.0000,405.7500,2.3717,675.3750,645.3750,0.3750,972.7500,655.1250,3.0923,1090.5000,868.5000,1.6771,849.7500,678.0000,0.8385,945.0000,922.5000,1.5000,847.5000,690.7500,2.7042,876.0000,870.7500,4.3732,772.5000,712.1250,2.1213,861.7500,903.0000,2.7042,,,,,,,,,
44,1177.5000,473.6250,4.9324,1218.0000,289.5000,15.4434,991.5000,290.6250,4.8642,1012.5000,582.3750,2.6250,791.2500,407.6250,2.9288,677.6250,648.7500,4.0562,974.2500,658.1250,3.3541,1090.5000,867.7500,0.7500,848.2500,676.5000,2.1213,948.0000,922.5000,3.0000,850.5000,690.7500,3.0000,877.5000,871.5000,1.6771,774.0000,712.1250,1.5000,865.5000,904.5000,4.0389,,,,,,,,,
45,1167.0000,470.6250,10.9202,1221.0000,290.6250,3.2040,986.2500,291.3750,5.3033,1019.2500,582.7500,6.7604,788.2500,405.0000,3.9863,676.5000,652.5000,3.9151,975.7500,649.1250,9.1241,1077.7500,882.7500,19.6866,859.5000,670.1250,12.9307,953.2500,918.7500,6.4517,849.7500,690.7500,0.7500,891.0000,865.5000,14.7733,776.2500,705.0000,7.4718,864.7500,900.0000,4.5621,,,,,,,,,
46,1157.2500,471.0000,9.7572,1227.0000,292.8750,6.4080,984.0000,289.5000,2.9288,1021.5000,585.7500,3.7500,792.0000,406.8750,4.1926,676.5000,653.2500,0.7500,978.0000,651.7500,3.4573,1078.5000,884.2500,1.6771,859.5000,670.1250,0.0000,951.7500,921.0000,2.7042,848.2500,693.0000,2.7042,888.7500,867.7500,3.1820,775.5000,705.0000,0.7500,863.2500,899.2500,1.6771,,,,,,,,,
47,1150.5000,473.2500,7.1151,1231.5000,292.8750,4.5000,982.5000,291.3750,2.4012,1023.7500,584.2500,2.7042,792.0000,405.7500,1.1250,678.0000,652.5000,1.6771,980.2500,648.3750,4.0562,1080.7500,882.0000,3.1820,861.7500,667.5000,3.4573,954.0000,919.5000,2.7042,849.0000,690.3750,2.7300,891.0000,867.0000,2.3717,778.5000,700.8750,5.1006,869.2500,897.0000,6.4080,,,,,,,,,
48,1150.5000,473.6250,0.3750,1231.5000,292.8750,0.0000,982.5000,291.0000,0.3750,1023.7500,584.2500,0.0000,792.0000,405.7500,0.0000,678.0000,652.8750,0.3750,981.0000,648.0000,0.8385,1080.7500,882.0000,0.0000,861.7500,667.5000,0.0000,954.0000,920.2500,0.7500,849.7500,690.3750,0.7500,891.7500,867.0000,0.7500,778.5000,700.8750,0.0000,869.2500,897.0000,0.0000,,,,,,,,,
49,1147.5000,474.7500,3.2040,1233.0000,295.5000,3.0233,981.0000,292.8750,2.4012,1023.0000,584.2500,0.7500,792.7500,404.6250,1.3521,679.5000,652.8750,1.5000,982.5000,647.6250,1.5462,1081.5000,880.5000,1.6771,861.7500,667.1250,0.3750,956.2500,918.7500,2.7042,852.0000,689.2500,2.5156,894.0000,865.5000,2.7042,778.5000,699.7500,1.1250,870.0000,895.5000,1.6771,,,,,,,,,
50,1141.5000,479.2500,7.5000,1231.5000,298.6875,3.5228,978.0000,297.3750,5.4083,1021.5000,586.8750,3.0233,790.5000,405.7500,2.5156,676.5000,653.6250,3.0923,980.2500,649.8750,3.1820,1078.5000,883.5000,4.2426,860.2500,669.7500,3.0233,954.7500,921.0000,2.7042,849.0000,690.7500,3.3541,892.5000,867.7500,2.7042,777.0000,701.2500,2.1213,868.5000,897.0000,2.1213,,,,,,,,,
51,1139.2500,480.7500,2.7042,1230.7500,301.5000,2.9108,979.5000,298.8750,2.1213,1021.5000,587.6250,0.7500,789.0000,407.2500,2.1213,676.8750,654.0000,0.5303,979.5000,650.6250,1.0607,1079.2500,882.7500,1.0607,860.2500,670.5000,0.7500,956.2500,919.5000,2.1213,848.2500,691.8750,1.3521,891.7500,867.7500,0.7500,777.7500,702.3750,1.3521,870.0000,897.0000,1.5000,,,,,,,,,
52,1139.2500,480.7500,0.0000,1231.5000,302.2500,1.0607,983.2500,298.1250,3.8243,1022.2500,586.8750,1.0607,790.5000,407.6250,1.5462,679.5000,654.3750,2.6517,982.5000,649.8750,3.0923,1081.5000,880.5000,3.1820,861.7500,670.1250,1.5462,958.5000,918.7500,2.3717,851.2500,691.5000,3.0233,894.7500,866.2500,3.3541,780.0000,702.3750,2.2500,872.2500,897.0000,2.2500,,,,,,,,,
53,1138.5000,480.3750,0.8385,1230.0000,303.0000,1.6771,982.5000,298.5000,0.8385,1022.2500,586.8750,0.0000,789.0000,408.0000,1.5462,680.2500,654.7500,0.8385,982.5000,649.5000,0.3750,1081.5000,880.5000,0.0000,861.7500,669.7500,0.3750,958.5000,918.0000,0.7500,851.2500,690.7500,0.7500,895.5000,865.5000,1.0607,782.2500,702.0000,2.2810,875.2500,895.5000,3.3541,,,,,,,,,
54,1138.5000,480.3750,0.0000,1230.0000,303.0000,0.0000,982.5000,298.5000,0.0000,1022.2500,587.2500,0.3750,789.0000,408.3750,0.3750,680.2500,654.3750,0.3750,982.5000,649.8750,0.3750,1081.5000,881.2500,0.7500,861.7500,670.1250,0.3750,958.5000,918.0000,0.0000,851.2500,690.7500,0.0000,894.7500,864.7500,1.0607,782.2500,702.0000,0.0000,874.5000,895.5000,0.7500,,,,,,,,,
55,1137.7500,480.3750,0.7500,1230.0000,302.2500,0.7500,981.7500,298.1250,0.8385,1021.5000,587.6250,0.8385,791.2500,408.3750,2.2500,681.7500,654.3750,1.5000,984.0000,649.8750,1.5000,1082.2500,882.0000,1.0607,861.7500,670.1250,0.0000,958.5000,918.0000,0.0000,855.0000,690.7500,3.7500,897.7500,864.0000,3.0923,782.2500,702.0000,0.0000,871.5000,895.5000,3.0000,,,,,,,,,
56,1134.7500,478.5000,3.5377,1227.0000,304.8750,3.9863,978.7500,299.2500,3.2040,1019.2500,587.6250,2.2500,788.2500,408.7500,3.0233,678.7500,655.8750,3.3541,980.2500,651.3750,4.0389,1081.5000,882.0000,0.7500,860.2500,670.8750,1.6771,955.5000,918.7500,3.0923,849.7500,692.2500,5.4601,894.7500,867.0000,4.2426,780.7500,703.5000,2.1213,875.2500,897.7500,4.3732,,,,,,,,,
57,1134.7500,476.2500,2.2500,1227.0000,303.3750,1.5000,978.0000,297.3750,2.0194,1018.5000,586.5000,1.3521,789.0000,406.8750,2.0194,677.6250,654.7500,1.5910,980.2500,651.3750,0.0000,1080.0000,882.7500,1.6771,859.5000,670.1250,1.0607,954.7500,918.0000,1.0607,849.7500,691.1250,1.1250,895.5000,865.5000,1.6771,778.5000,702.3750,2.5156,872.2500,897.0000,3.0923,,,,,,,,,
58,1142.2500,474.3750,7.7308,1227.0000,302.2500,1.1250,979.5000,300.0000,3.0233,1020.7500,586.1250,2.2810,789.7500,406.5000,0.8385,678.7500,654.7500,1.1250,979.5000,650.6250,1.0607,1080.0000,883.5000,0.7500,860.2500,670.5000,0.8385,954.7500,918.0000,0.0000,850.5000,691.1250,0.7500,897.0000,866.2500,1.6771,779.2500,703.8750,1.6771,874.5000,899.2500,3.1820,,,,,,,,,
59,1148.2500,475.8750,6.1847,1223.2500,303.0000,3.8243,980.2500,306.7500,6.7915,1020.7500,588.3750,2.2500,791.2500,408.0000,2.1213,679.5000,653.2500,1.6771,977.2500,651.3750,2.3717,1078.5000,884.2500,1.6771,858.7500,671.6250,1.8750,952.5000,917.2500,2.3717,849.0000,692.6250,2.1213,894.7500,867.0000,2.3717,779.2500,705.3750,1.5000,871.5000,900.0000,3.0923,,,,,,,,,
