frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
17,1369.5000,469.5000,0.0000,1534.5000,262.1250,1.3125,1255.5000,229.5000,0.7500,1365.7500,596.2500,2.9288,961.5000,398.2500,2.7042,661.5000,499.5000,1.0607,1368.0000,701.6250,1.6771,1678.5000,759.7500,1.6771,1187.2500,721.1250,1.0607,1594.5000,829.5000,2.1213,822.0000,639.0000,1.1250,804.0000,861.7500,4.7434,829.5000,601.1250,0.3750,869.2500,838.5000,1.6771,,,,,,,,,
18,1370.2500,469.1250,0.8385,1536.0000,262.1250,1.5000,1255.5000,228.7500,0.7500,1365.0000,594.7500,1.6771,960.7500,397.5000,1.0607,661.5000,498.3750,1.1250,1368.0000,700.5000,1.1250,1680.0000,758.2500,2.1213,1188.7500,719.2500,2.4012,1596.0000,828.0000,2.1213,822.0000,638.2500,0.7500,803.2500,862.5000,1.0607,829.5000,600.7500,0.3750,868.5000,841.5000,3.0923,,,,,,,,,
19,1370.2500,469.1250,0.0000,1536.0000,260.6250,1.5000,1255.5000,228.0000,0.7500,1365.7500,593.6250,1.3521,963.0000,396.7500,2.3717,663.0000,496.8750,2.1213,1368.0000,699.7500,0.7500,1680.0000,759.0000,0.7500,1189.5000,718.1250,1.3521,1597.5000,826.5000,2.1213,822.0000,636.3750,1.8750,802.5000,861.0000,1.6771,831.0000,600.0000,1.6771,867.7500,842.2500,1.0607,,,,,,,,,
20,1371.0000,469.1250,0.7500,1536.0000,260.4375,0.1875,1257.0000,228.0000,1.5000,1365.7500,592.1250,1.5000,964.5000,395.2500,2.1213,666.0000,496.5000,3.0233,1369.5000,698.2500,2.1213,1678.5000,757.5000,2.1213,1191.0000,717.3750,1.6771,1596.0000,827.2500,1.6771,825.0000,636.0000,3.0233,803.2500,863.2500,2.3717,832.5000,598.8750,1.8750,869.2500,842.2500,1.5000,,,,,,,,,
21,1372.5000,468.7500,1.5462,1536.0000,260.8125,0.3750,1257.0000,227.2500,0.7500,1363.5000,592.1250,2.2500,963.7500,394.5000,1.0607,663.7500,495.7500,2.3717,1369.5000,699.0000,0.7500,1680.0000,756.7500,1.6771,1189.5000,718.5000,1.8750,1597.5000,825.7500,2.1213,823.5000,635.6250,1.5462,805.5000,860.2500,3.7500,830.2500,597.0000,2.9288,872.2500,835.5000,7.3866,,,,,,,,,
22,1371.0000,468.7500,1.5000,1537.5000,260.8125,1.5000,1257.0000,226.5000,0.7500,1362.0000,590.6250,2.1213,966.0000,393.0000,2.7042,663.7500,493.1250,2.6250,1368.0000,698.2500,1.6771,1680.0000,758.2500,1.5000,1188.7500,716.2500,2.3717,1596.0000,826.5000,1.6771,820.5000,633.0000,3.9863,801.0000,858.0000,5.0312,830.2500,594.0000,3.0000,874.5000,833.2500,3.1820,,,,,,,,,
23,1371.0000,468.0000,0.7500,1539.0000,259.5000,1.9932,1257.0000,225.7500,0.7500,1362.7500,589.5000,1.3521,966.0000,391.5000,1.5000,664.5000,492.0000,1.3521,1370.2500,697.5000,2.3717,1680.0000,756.7500,1.5000,1188.7500,715.1250,1.1250,1596.0000,825.7500,0.7500,822.7500,631.1250,2.9288,800.2500,859.5000,1.6771,829.5000,593.2500,1.0607,870.0000,834.7500,4.7434,,,,,,,,,
24,1371.0000,467.2500,0.7500,1539.0000,259.3125,0.1875,1256.2500,225.0000,1.0607,1362.0000,589.5000,0.7500,963.7500,391.1250,2.2810,663.0000,491.6250,1.5462,1369.5000,697.5000,0.7500,1680.0000,756.7500,0.0000,1188.7500,715.5000,0.3750,1597.5000,825.0000,1.6771,820.5000,631.1250,2.2500,798.0000,856.5000,3.7500,829.5000,595.5000,2.2500,870.7500,836.2500,1.6771,,,,,,,,,
25,1371.7500,467.2500,0.7500,1539.0000,259.3125,0.0000,1257.0000,225.3750,0.8385,1362.0000,589.1250,0.3750,963.0000,390.0000,1.3521,663.7500,492.7500,1.3521,1368.7500,697.1250,0.8385,1681.5000,756.7500,1.5000,1190.2500,715.5000,1.5000,1599.0000,824.2500,1.6771,820.5000,631.5000,0.3750,800.2500,855.7500,2.3717,830.2500,598.1250,2.7300,872.2500,838.5000,2.7042,,,,,,,,,
26,1372.5000,466.5000,1.0607,1539.0000,258.0000,1.3125,1257.0000,225.0000,0.3750,1362.0000,588.0000,1.1250,960.7500,388.8750,2.5156,662.2500,493.1250,1.5462,1367.2500,696.7500,1.5462,1681.5000,756.0000,0.7500,1188.7500,715.5000,1.5000,1597.5000,823.5000,1.6771,820.5000,631.8750,0.3750,801.7500,854.2500,2.1213,829.5000,598.5000,0.8385,870.7500,837.0000,2.1213,,,,,,,,,
27,1372.5000,466.5000,0.0000,1539.0000,257.4375,0.5625,1257.0000,224.6250,0.3750,1362.0000,587.2500,0.7500,963.0000,387.7500,2.5156,663.0000,491.6250,1.6771,1368.7500,695.6250,1.8750,1681.5000,755.2500,0.7500,1189.5000,714.0000,1.6771,1596.0000,823.5000,1.5000,820.5000,630.3750,1.5000,800.2500,855.0000,1.6771,828.7500,595.8750,2.7300,871.5000,835.5000,1.6771,,,,,,,,,
28,1372.5000,467.2500,0.7500,1539.0000,256.8750,0.5625,1257.7500,223.5000,1.3521,1363.5000,587.2500,1.5000,962.2500,387.7500,0.7500,664.5000,491.2500,1.5462,1370.2500,695.2500,1.5462,1683.0000,755.2500,1.5000,1192.5000,714.0000,3.0000,1599.0000,822.0000,3.3541,819.7500,630.0000,0.8385,798.0000,854.2500,2.3717,830.2500,599.2500,3.6933,867.7500,841.5000,7.0755,,,,,,,,,
29,1372.5000,466.5000,0.7500,1539.0000,256.1250,0.7500,1258.5000,222.7500,1.0607,1363.5000,587.2500,0.0000,962.2500,387.3750,0.3750,664.5000,490.8750,0.3750,1371.0000,694.8750,0.8385,1681.5000,754.5000,1.6771,1191.7500,714.0000,0.7500,1599.0000,821.2500,0.7500,820.5000,629.2500,1.0607,798.7500,852.7500,1.6771,829.5000,599.2500,0.7500,868.5000,838.5000,3.0923,,,,,,,,,
30,1372.5000,465.0000,1.5000,1539.0000,256.5000,0.3750,1259.2500,222.3750,0.8385,1363.5000,586.5000,0.7500,960.7500,386.6250,1.6771,664.5000,490.5000,0.3750,1371.0000,694.5000,0.3750,1683.0000,753.7500,1.6771,1191.7500,712.8750,1.1250,1599.0000,820.5000,0.7500,822.0000,628.8750,1.5462,801.0000,853.5000,2.3717,829.5000,598.5000,0.7500,867.0000,839.2500,1.6771,,,,,,,,,
31,1372.5000,464.2500,0.7500,1539.0000,256.6875,0.1875,1260.7500,222.0000,1.5462,1362.7500,585.0000,1.6771,958.5000,385.5000,2.5156,662.2500,490.5000,2.2500,1371.0000,693.3750,1.1250,1683.0000,752.2500,1.5000,1191.7500,711.7500,1.1250,1597.5000,821.2500,1.6771,823.5000,628.5000,1.5462,802.5000,855.0000,2.1213,828.0000,599.2500,1.6771,863.2500,843.0000,5.3033,,,,,,,,,
32,1372.5000,462.7500,1.5000,1540.5000,255.5625,1.8750,1261.5000,220.5000,1.6771,1363.5000,584.6250,0.8385,959.2500,385.5000,0.7500,662.2500,489.7500,0.7500,1371.0000,693.0000,0.3750,1683.0000,751.5000,0.7500,1191.7500,711.3750,0.3750,1599.0000,820.5000,1.6771,823.5000,627.7500,0.7500,805.5000,853.5000,3.3541,828.0000,598.8750,0.3750,865.5000,841.5000,2.7042,,,,,,,,,
33,1376.2500,465.3750,4.5775,1542.0000,253.5000,2.5503,1260.0000,215.4375,5.2800,1358.2500,579.7500,7.1644,963.7500,395.2500,10.7384,660.0000,494.6250,5.3692,1380.0000,697.1250,9.9003,1693.5000,759.0000,12.9035,1191.7500,711.7500,0.3750,1606.5000,819.0000,7.6485,815.2500,630.7500,8.7785,840.0000,853.5000,34.5000,820.5000,600.0000,7.5839,861.0000,838.5000,5.4083,,,,,,,,,
34,1373.2500,460.1250,6.0467,1540.5000,253.8750,1.5462,1262.2500,220.5000,5.5400,1365.7500,585.0000,9.1549,962.2500,385.1250,10.2355,664.5000,490.1250,6.3640,1371.0000,692.2500,10.2355,1683.0000,750.0000,13.8293,1191.7500,712.1250,0.3750,1599.0000,819.7500,7.5374,826.5000,628.5000,11.4728,807.0000,852.7500,33.0085,828.0000,598.5000,7.6485,864.7500,837.0000,4.0389,,,,,,,,,
35,1377.0000,461.6250,4.0389,1543.5000,251.6250,3.7500,1261.5000,215.0625,5.4890,1360.5000,579.3750,7.6944,967.5000,395.2500,11.4052,663.0000,492.7500,3.0233,1380.0000,696.0000,9.7500,1693.5000,758.2500,13.3534,1193.2500,711.7500,1.5462,1606.5000,819.7500,7.5000,815.2500,630.3750,11.4052,838.5000,852.7500,31.5000,821.2500,597.7500,6.7915,861.0000,834.7500,4.3732,,,,,,,,,
36,1378.5000,460.5000,1.8750,1545.0000,251.0625,1.6020,1260.7500,214.1250,1.2006,1360.5000,579.0000,0.3750,969.0000,394.8750,1.5462,662.2500,492.7500,0.7500,1381.5000,696.0000,1.5000,1695.0000,757.5000,1.6771,1194.0000,711.0000,1.0607,1608.0000,819.0000,1.6771,814.5000,630.0000,0.8385,837.7500,851.2500,1.6771,821.2500,597.3750,0.3750,862.5000,834.0000,1.6771,,,,,,,,,
37,1378.5000,460.8750,0.3750,1545.0000,250.8750,0.1875,1260.7500,213.1875,0.9375,1359.0000,577.5000,2.1213,966.7500,394.5000,2.2810,662.2500,492.7500,0.0000,1381.5000,695.2500,0.7500,1695.0000,756.0000,1.5000,1194.0000,709.5000,1.5000,1606.5000,819.0000,1.5000,816.0000,629.2500,1.6771,838.5000,852.0000,1.0607,822.0000,597.3750,0.7500,862.5000,837.0000,3.0000,,,,,,,,,
38,1378.5000,461.2500,0.3750,1545.0000,250.8750,0.0000,1260.7500,212.8125,0.3750,1359.0000,576.3750,1.1250,965.2500,394.1250,1.5462,661.5000,491.6250,1.3521,1382.2500,694.5000,1.0607,1695.0000,756.0000,0.0000,1194.0000,708.3750,1.1250,1606.5000,819.0000,0.0000,816.7500,628.5000,1.0607,839.2500,852.0000,0.7500,821.2500,595.5000,2.0194,861.0000,837.0000,1.5000,,,,,,,,,
39,1379.2500,460.8750,0.8385,1545.0000,250.5000,0.3750,1260.0000,212.2500,0.9375,1357.5000,576.3750,1.5000,964.5000,394.1250,0.7500,660.0000,492.0000,1.5462,1382.2500,695.2500,0.7500,1695.0000,756.7500,0.7500,1192.5000,709.1250,1.6771,1606.5000,819.0000,0.0000,816.0000,628.8750,0.8385,840.0000,850.5000,1.6771,820.5000,596.2500,1.0607,861.7500,835.5000,1.6771,,,,,,,,,
40,1379.2500,460.5000,0.3750,1545.0000,250.6875,0.1875,1260.0000,212.2500,0.0000,1358.2500,576.3750,0.7500,963.7500,394.1250,0.7500,660.0000,492.0000,0.0000,1382.2500,694.8750,0.3750,1696.5000,756.0000,1.6771,1193.2500,709.1250,0.7500,1606.5000,819.0000,0.0000,815.2500,629.2500,0.8385,839.2500,850.5000,0.7500,820.5000,595.5000,0.7500,863.2500,834.7500,1.6771,,,,,,,,,
41,1379.2500,459.0000,1.5000,1545.0000,250.5000,0.1875,1260.0000,212.0625,0.1875,1359.0000,577.1250,1.0607,964.5000,394.1250,0.7500,660.0000,492.0000,0.0000,1383.0000,695.2500,0.8385,1696.5000,756.0000,0.0000,1193.2500,709.1250,0.0000,1605.0000,819.0000,1.5000,817.5000,629.6250,2.2810,843.0000,849.7500,3.8243,821.2500,594.7500,1.0607,864.0000,832.5000,2.3717,,,,,,,,,
42,1380.0000,459.3750,0.8385,1545.0000,250.3125,0.1875,1260.0000,212.4375,0.3750,1359.0000,577.1250,0.0000,966.0000,394.5000,1.5462,660.7500,490.8750,1.3521,1382.2500,694.8750,0.8385,1696.5000,756.7500,0.7500,1192.5000,708.0000,1.3521,1605.0000,818.2500,0.7500,818.2500,628.8750,1.0607,843.7500,850.5000,1.0607,822.0000,593.2500,1.6771,863.2500,832.5000,0.7500,,,,,,,,,
43,1380.0000,459.0000,0.3750,1545.0000,249.9375,0.3750,1260.0000,211.8750,0.5625,1359.0000,577.1250,0.0000,966.0000,394.8750,0.3750,660.7500,490.5000,0.3750,1381.5000,694.8750,0.7500,1696.5000,756.0000,0.7500,1192.5000,708.7500,0.7500,1608.0000,817.5000,3.0923,817.5000,628.5000,0.8385,841.5000,850.5000,2.2500,822.0000,592.8750,0.3750,863.2500,832.5000,0.0000,,,,,,,,,
44,1380.0000,459.0000,0.0000,1546.5000,249.7500,1.5117,1260.7500,212.0625,0.7731,1359.7500,577.5000,0.8385,968.2500,395.2500,2.2810,663.0000,489.7500,2.3717,1383.0000,694.8750,1.5000,1696.5000,756.0000,0.0000,1193.2500,708.7500,0.7500,1608.0000,817.5000,0.0000,817.5000,628.8750,0.3750,841.5000,850.5000,0.0000,822.7500,590.6250,2.3717,864.7500,828.0000,4.7434,,,,,,,,,
45,1380.7500,459.3750,0.8385,1548.0000,248.8125,1.7689,1261.5000,211.5000,0.9375,1360.5000,577.5000,0.7500,969.7500,396.0000,1.6771,663.7500,489.3750,0.8385,1384.5000,694.5000,1.5462,1698.0000,755.2500,1.6771,1193.2500,708.7500,0.0000,1608.0000,818.2500,0.7500,819.7500,627.7500,2.5156,843.0000,849.7500,1.6771,822.7500,589.5000,1.1250,864.7500,828.0000,0.0000,,,,,,,,,
46,1380.7500,459.3750,0.0000,1546.5000,249.1875,1.5462,1261.5000,211.5000,0.0000,1360.5000,577.1250,0.3750,969.0000,395.6250,0.8385,663.7500,490.1250,0.7500,1384.5000,695.2500,0.7500,1698.0000,756.0000,0.7500,1193.2500,708.7500,0.0000,1608.0000,817.5000,0.7500,819.0000,627.7500,0.7500,843.7500,849.0000,1.0607,822.7500,591.0000,1.5000,864.7500,828.7500,0.7500,,,,,,,,,
47,1380.7500,459.7500,0.3750,1548.0000,248.4375,1.6771,1261.5000,211.1250,0.3750,1360.5000,577.5000,0.3750,968.2500,396.0000,0.8385,662.2500,490.1250,1.5000,1385.2500,695.6250,0.8385,1699.5000,756.0000,1.5000,1191.7500,708.7500,1.5000,1608.0000,816.0000,1.5000,819.0000,627.3750,0.3750,843.0000,847.5000,1.6771,822.0000,589.5000,1.6771,864.0000,825.0000,3.8243,,,,,,,,,
48,1381.5000,460.1250,0.8385,1548.0000,247.8750,0.5625,1262.2500,210.1875,1.2006,1360.5000,577.5000,0.0000,969.0000,396.0000,0.7500,663.7500,489.7500,1.5462,1384.5000,696.0000,0.8385,1701.0000,757.5000,2.1213,1192.5000,709.5000,1.0607,1611.0000,816.0000,3.0000,819.0000,627.7500,0.3750,841.5000,847.5000,1.5000,823.5000,590.2500,1.6771,866.2500,825.0000,2.2500,,,,,,,,,
49,1381.5000,459.7500,0.3750,1548.0000,248.0625,0.1875,1263.7500,210.3750,1.5117,1361.2500,578.2500,1.0607,969.0000,396.0000,0.0000,665.2500,489.7500,1.5000,1384.5000,696.0000,0.0000,1701.0000,757.5000,0.0000,1194.0000,709.5000,1.5000,1611.0000,816.0000,0.0000,819.0000,628.1250,0.3750,842.2500,846.7500,1.0607,825.0000,592.5000,2.7042,865.5000,828.7500,3.8243,,,,,,,,,
50,1383.0000,460.1250,1.5462,1548.0000,248.6250,0.5625,1265.2500,209.8125,1.6020,1365.0000,579.0000,3.8243,971.2500,396.7500,2.3717,667.5000,491.6250,2.9288,1386.7500,697.5000,2.7042,1701.0000,759.0000,1.5000,1195.5000,712.1250,3.0233,1614.0000,816.0000,3.0000,819.0000,630.0000,1.8750,842.2500,847.5000,0.7500,826.5000,595.5000,3.3541,866.2500,828.0000,1.0607,,,,,,,,,
51,1380.0000,458.2500,3.5377,1546.5000,249.3750,1.6771,1269.0000,213.7500,5.4375,1371.7500,583.1250,7.9106,964.5000,385.5000,13.1196,669.0000,489.0000,3.0233,1380.7500,692.2500,7.9726,1690.5000,747.7500,15.3887,1198.5000,712.5000,3.0233,1606.5000,819.0000,8.0777,832.5000,627.3750,13.7528,813.7500,849.0000,28.5394,832.5000,598.5000,6.7082,866.2500,836.2500,8.2500,,,,,,,,,
52,1380.0000,458.6250,0.3750,1546.5000,249.7500,0.3750,1269.7500,213.7500,0.7500,1372.5000,582.7500,0.8385,968.2500,384.7500,3.8243,670.5000,488.6250,1.5462,1380.7500,692.6250,0.3750,1692.0000,750.0000,2.7042,1198.5000,711.3750,1.1250,1605.0000,820.5000,2.1213,831.0000,627.0000,1.5462,810.7500,849.7500,3.0923,832.5000,596.6250,1.8750,868.5000,834.0000,3.1820,,,,,,,,,
53,1381.5000,458.2500,1.5462,1546.5000,249.7500,0.0000,1270.5000,214.1250,0.8385,1371.7500,582.7500,0.7500,966.7500,384.3750,1.5462,669.7500,489.3750,1.0607,1379.2500,692.6250,1.5000,1690.5000,750.7500,1.6771,1197.0000,710.6250,1.6771,1605.0000,820.5000,0.0000,830.2500,627.3750,0.8385,810.0000,851.2500,1.6771,833.2500,598.5000,2.0194,869.2500,837.7500,3.8243,,,,,,,,,
54,1382.2500,459.7500,1.6771,1546.5000,249.7500,0.0000,1271.2500,214.5000,0.8385,1372.5000,583.8750,1.3521,966.7500,384.3750,0.0000,670.5000,489.7500,0.8385,1380.0000,693.0000,0.8385,1692.0000,751.5000,1.6771,1197.7500,711.7500,1.3521,1608.0000,819.0000,3.3541,829.5000,627.7500,0.8385,810.0000,850.5000,0.7500,834.0000,599.6250,1.3521,871.5000,837.7500,2.2500,,,,,,,,,
55,1383.0000,460.1250,0.8385,1546.5000,250.5000,0.7500,1272.0000,215.2500,1.0607,1374.0000,584.2500,1.5462,963.0000,384.7500,3.7687,670.5000,492.0000,2.2500,1381.5000,692.6250,1.5462,1692.0000,751.5000,0.0000,1199.2500,711.3750,1.5462,1608.0000,819.7500,0.7500,831.7500,629.6250,2.9288,810.0000,852.7500,2.2500,835.5000,603.0000,3.6933,869.2500,843.7500,6.4080,,,,,,,,,
56,1383.0000,459.3750,0.7500,1548.0000,250.8750,1.5462,1271.2500,216.7500,1.6771,1375.5000,585.0000,1.6771,965.2500,386.2500,2.7042,671.2500,492.0000,0.7500,1382.2500,692.6250,0.7500,1692.0000,752.2500,0.7500,1200.0000,711.0000,0.8385,1608.0000,820.5000,0.7500,832.5000,630.0000,0.8385,810.7500,854.2500,1.6771,836.2500,602.6250,0.8385,870.7500,844.5000,1.6771,,,,,,,,,
57,1384.5000,460.5000,1.8750,1548.0000,250.1250,0.7500,1271.2500,216.7500,0.0000,1377.0000,586.5000,2.1213,969.0000,387.0000,3.8243,672.7500,492.7500,1.6771,1381.5000,694.5000,2.0194,1693.5000,754.5000,2.7042,1200.0000,713.6250,2.6250,1611.0000,820.5000,3.0000,831.0000,630.0000,1.5000,807.0000,850.5000,5.3033,836.2500,602.2500,0.3750,873.0000,837.0000,7.8302,,,,,,,,,
58,1384.5000,459.7500,0.7500,1549.5000,252.0000,2.4012,1273.5000,217.5000,2.3717,1375.5000,585.7500,1.6771,968.2500,386.2500,1.0607,673.5000,493.5000,1.0607,1381.5000,694.5000,0.0000,1693.5000,755.2500,0.7500,1201.5000,713.2500,1.5462,1611.0000,820.5000,0.0000,831.0000,629.2500,0.7500,811.5000,849.7500,4.5621,837.7500,604.1250,2.4012,876.0000,840.0000,4.2426,,,,,,,,,
