frame,kp0_conf,kp1_conf,kp2_conf,kp3_conf,kp4_conf,kp5_conf,kp6_conf,kp7_conf,kp8_conf,kp9_conf,kp10_conf,kp11_conf,kp12_conf,kp13_conf,kp14_conf,kp15_conf,kp16_conf,bbox_conf
150,0.5688,0.8506,0.9321,0.9980,0.9956,1.0000,0.9976,0.9951,0.9946,0.9971,0.5693,0.9126,0.8433,0.8579,0.0000,0.0000,0.0000,0.9487
151,0.3416,0.8198,0.9243,0.9961,0.9961,0.9995,0.9951,0.9902,0.9922,0.9932,0.5547,0.8672,0.8242,0.7622,0.0000,0.0000,0.0000,0.9443
152,0.6724,0.8481,0.9492,0.9976,0.9956,0.9995,0.9971,0.9946,0.9946,0.9966,0.4089,0.8184,0.5835,0.5820,0.0000,0.0000,0.0000,0.9336
153,0.8037,0.9360,0.9546,0.9990,0.9922,0.9985,0.9971,0.9951,0.9917,0.9961,0.3667,0.7637,0.6079,0.7090,0.0000,0.0000,0.0000,0.9248
154,0.9487,0.9683,0.9658,0.9985,0.9912,0.9702,0.9912,0.9946,0.9858,0.9976,0.0856,0.3118,0.0741,0.2515,0.0000,0.0000,0.0000,0.9434
155,0.9766,0.9683,0.9355,0.9990,0.9893,0.9736,0.9951,0.9961,0.9863,0.9971,0.1987,0.3911,0.1054,0.4043,0.0000,0.0000,0.0000,0.9521
156,0.9761,0.9683,0.9331,0.9990,0.9897,0.9746,0.9951,0.9961,0.9858,0.9971,0.2043,0.3967,0.1082,0.4097,0.0000,0.0000,0.0000,0.9526
157,0.9795,0.9644,0.8828,0.9985,0.9927,0.9941,0.9961,0.9941,0.9849,0.9956,0.6450,0.7412,0.3408,0.6836,0.0000,0.0000,0.0000,0.9482
158,0.9561,0.9707,0.9248,0.9990,0.9907,0.9990,0.9990,0.9961,0.9912,0.9956,0.8354,0.8711,0.7881,0.8628,0.0000,0.0000,0.0000,0.9502
159,0.9795,0.9629,0.8770,0.9985,0.9937,0.9980,0.9976,0.9946,0.9893,0.9961,0.8286,0.8853,0.5220,0.7959,0.0000,0.0000,0.0000,0.9482
160,0.9805,0.9624,0.8726,0.9990,0.9937,0.9976,0.9980,0.9961,0.9897,0.9966,0.7017,0.8423,0.3306,0.7090,0.0000,0.0000,0.0000,0.9531
161,0.9863,0.9683,0.9033,0.9990,0.9937,0.9980,0.9990,0.9976,0.9937,0.9980,0.7715,0.8945,0.4177,0.7729,0.0000,0.0000,0.0000,0.9507
162,0.9863,0.9683,0.9033,0.9990,0.9937,0.9980,0.9990,0.9976,0.9937,0.9980,0.7725,0.8940,0.4226,0.7754,0.0000,0.0000,0.0000,0.9512
163,0.9854,0.9668,0.8975,0.9990,0.9937,0.9980,0.9990,0.9976,0.9937,0.9980,0.7290,0.8623,0.3723,0.7432,0.0000,0.0000,0.0000,0.9521
164,0.9829,0.9683,0.9023,0.9990,0.9951,0.9995,0.9995,0.9980,0.9961,0.9985,0.8979,0.9556,0.7949,0.9316,0.0000,0.0000,0.0000,0.9492
165,0.9810,0.9692,0.9097,0.9990,0.9946,0.9995,0.9995,0.9980,0.9961,0.9985,0.8794,0.9468,0.7793,0.9253,0.0000,0.0000,0.0000,0.9517
166,0.9780,0.9663,0.8911,0.9990,0.9956,0.9995,0.9995,0.9976,0.9946,0.9980,0.8740,0.9478,0.7417,0.9111,0.0000,0.0000,0.0000,0.9512
167,0.9834,0.9683,0.8940,0.9990,0.9951,0.9995,0.9995,0.9976,0.9946,0.9980,0.8931,0.9531,0.7637,0.9141,0.0000,0.0000,0.0000,0.9492
168,0.9829,0.9683,0.8940,0.9990,0.9951,0.9995,0.9995,0.9976,0.9951,0.9980,0.8994,0.9561,0.7769,0.9194,0.0000,0.0000,0.0000,0.9492
169,0.9683,0.9468,0.8145,0.9985,0.9937,0.9990,0.9990,0.9976,0.9951,0.9985,0.9146,0.9531,0.7534,0.9365,0.0000,0.0000,0.0000,0.9531
170,0.9702,0.9355,0.7769,0.9985,0.9937,0.9995,0.9990,0.9976,0.9946,0.9980,0.8994,0.9575,0.6816,0.9336,0.0000,0.0000,0.0000,0.9536
171,0.9683,0.9302,0.7759,0.9990,0.9941,0.9995,0.9995,0.9980,0.9961,0.9985,0.9224,0.9746,0.7466,0.9561,0.0000,0.0000,0.0000,0.9536
172,0.9478,0.9238,0.7329,0.9985,0.9941,1.0000,0.9995,0.9976,0.9951,0.9980,0.9702,0.9897,0.9102,0.9810,0.0000,0.0000,0.0000,0.9517
173,0.9536,0.9312,0.7754,0.9990,0.9941,1.0000,0.9995,0.9985,0.9971,0.9985,0.9814,0.9941,0.9565,0.9907,0.0000,0.0000,0.0000,0.9502
174,0.9526,0.9307,0.7744,0.9990,0.9941,1.0000,0.9995,0.9985,0.9971,0.9985,0.9819,0.9941,0.9575,0.9907,0.0000,0.0000,0.0000,0.9502
175,0.9536,0.9360,0.7905,0.9990,0.9946,1.0000,0.9995,0.9985,0.9971,0.9990,0.9795,0.9941,0.9478,0.9897,0.0000,0.0000,0.0000,0.9478
176,0.9585,0.9746,0.9141,0.9995,0.9932,1.0000,1.0000,0.9990,0.9985,0.9985,0.9771,0.9902,0.9761,0.9912,0.0000,0.0000,0.0000,0.9478
177,0.9331,0.9658,0.8794,0.9990,0.9927,1.0000,1.0000,0.9985,0.9985,0.9976,0.9854,0.9922,0.9824,0.9937,0.0000,0.0000,0.0000,0.9512
178,0.9194,0.9370,0.7832,0.9985,0.9956,1.0000,1.0000,0.9980,0.9985,0.9976,0.9897,0.9961,0.9771,0.9956,0.0000,0.0000,0.0000,0.9565
179,0.9023,0.9395,0.7759,0.9985,0.9951,1.0000,1.0000,0.9985,0.9985,0.9971,0.9937,0.9971,0.9863,0.9976,0.0000,0.0000,0.0000,0.9561
180,0.9004,0.9385,0.7720,0.9985,0.9951,1.0000,1.0000,0.9985,0.9985,0.9971,0.9937,0.9971,0.9863,0.9976,0.0000,0.0000,0.0000,0.9561
181,0.8989,0.9521,0.8096,0.9990,0.9961,1.0000,1.0000,0.9990,0.9990,0.9980,0.9976,0.9985,0.9927,0.9985,0.0000,0.0000,0.0000,0.9595
182,0.8911,0.9390,0.8018,0.9985,0.9961,1.0000,1.0000,0.9985,0.9985,0.9980,0.9941,0.9966,0.9780,0.9961,0.0000,0.0000,0.0000,0.9565
183,0.5884,0.8301,0.4668,0.9956,0.9985,1.0000,1.0000,0.9966,0.9976,0.9951,0.9990,0.9990,0.9844,0.9985,0.0000,0.0000,0.0000,0.9570
184,0.5117,0.8096,0.4277,0.9951,0.9985,1.0000,1.0000,0.9966,0.9976,0.9941,0.9990,0.9990,0.9888,0.9990,0.0000,0.0000,0.0000,0.9570
185,0.7515,0.9380,0.7651,0.9980,0.9976,1.0000,1.0000,0.9980,0.9985,0.9976,0.9971,0.9985,0.9854,0.9980,0.0000,0.0000,0.0000,0.9580
186,0.7446,0.9370,0.7593,0.9980,0.9976,1.0000,1.0000,0.9980,0.9980,0.9971,0.9971,0.9985,0.9849,0.9980,0.0000,0.0000,0.0000,0.9580
187,0.7754,0.9492,0.7803,0.9985,0.9976,1.0000,1.0000,0.9985,0.9985,0.9971,0.9980,0.9985,0.9937,0.9990,0.0000,0.0000,0.0000,0.9551
188,0.5996,0.8682,0.5020,0.9951,0.9990,1.0000,1.0000,0.9946,0.9971,0.9912,0.9995,0.9990,0.9839,0.9985,0.0000,0.0000,0.0000,0.9575
189,0.5215,0.8657,0.4951,0.9961,0.9990,1.0000,1.0000,0.9961,0.9976,0.9922,0.9995,0.9995,0.9946,0.9995,0.0000,0.0000,0.0000,0.9575
190,0.6396,0.9380,0.7158,0.9980,0.9995,1.0000,1.0000,0.9985,0.9985,0.9971,0.9995,0.9995,0.9951,0.9995,0.0000,0.0000,0.0000,0.9595
191,0.5562,0.9097,0.6582,0.9980,0.9990,1.0000,1.0000,0.9985,0.9976,0.9966,0.9995,0.9995,0.9956,0.9995,0.0000,0.0000,0.0000,0.9600
192,0.5542,0.9097,0.6553,0.9980,0.9990,1.0000,1.0000,0.9985,0.9976,0.9966,0.9995,0.9995,0.9956,0.9995,0.0000,0.0000,0.0000,0.9600
193,0.6665,0.9375,0.7485,0.9985,0.9990,1.0000,1.0000,0.9990,0.9985,0.9971,0.9995,0.9995,0.9966,0.9995,0.0000,0.0000,0.0000,0.9590
194,0.5303,0.9224,0.6699,0.9971,0.9995,1.0000,1.0000,0.9971,0.9980,0.9946,0.9995,0.9995,0.9932,0.9990,0.0000,0.0000,0.0000,0.9595
195,0.4207,0.8745,0.5112,0.9946,0.9995,1.0000,1.0000,0.9951,0.9966,0.9941,1.0000,0.9995,0.9927,0.9990,0.0000,0.0000,0.0000,0.9585
196,0.4082,0.8716,0.5283,0.9951,0.9990,1.0000,1.0000,0.9966,0.9976,0.9937,1.0000,0.9995,0.9966,0.9995,0.0000,0.0000,0.0000,0.9595
197,0.3826,0.8638,0.5034,0.9946,0.9990,1.0000,1.0000,0.9961,0.9976,0.9932,1.0000,0.9995,0.9971,0.9995,0.0000,0.0000,0.0000,0.9595
198,0.3862,0.8652,0.5078,0.9951,0.9990,1.0000,1.0000,0.9961,0.9976,0.9932,1.0000,0.9995,0.9971,0.9995,0.0000,0.0000,0.0000,0.9595
199,0.4697,0.8735,0.5371,0.9956,0.9990,1.0000,1.0000,0.9961,0.9976,0.9907,0.9995,0.9990,0.9956,0.9990,0.0000,0.0000,0.0000,0.9595
200,0.5000,0.8735,0.5566,0.9961,0.9990,1.0000,1.0000,0.9971,0.9980,0.9917,0.9995,0.9990,0.9946,0.9990,0.0000,0.0000,0.0000,0.9595
201,0.5508,0.8804,0.5781,0.9966,0.9990,1.0000,1.0000,0.9961,0.9976,0.9932,0.9995,0.9990,0.9922,0.9990,0.0000,0.0000,0.0000,0.9604
202,0.5747,0.8940,0.6211,0.9971,0.9995,1.0000,1.0000,0.9976,0.9985,0.9956,0.9995,0.9995,0.9946,0.9990,0.0000,0.0000,0.0000,0.9604
203,0.5796,0.8975,0.6431,0.9976,0.9995,1.0000,1.0000,0.9980,0.9990,0.9976,0.9995,0.9995,0.9956,0.9995,0.0000,0.0000,0.0000,0.9609
204,0.5762,0.8975,0.6406,0.9976,0.9995,1.0000,1.0000,0.9980,0.9990,0.9976,0.9995,0.9995,0.9956,0.9995,0.0000,0.0000,0.0000,0.9609
205,0.5181,0.8857,0.6084,0.9971,0.9995,1.0000,1.0000,0.9980,0.9990,0.9976,1.0000,1.0000,0.9941,0.9995,0.0000,0.0000,0.0000,0.9609
206,0.4868,0.8823,0.5913,0.9966,0.9995,1.0000,1.0000,0.9980,0.9990,0.9976,1.0000,1.0000,0.9937,0.9995,0.0000,0.0000,0.0000,0.9604
207,0.4087,0.8809,0.6050,0.9971,0.9995,1.0000,1.0000,0.9985,0.9995,0.9980,1.0000,1.0000,0.9985,0.9995,0.0000,0.0000,0.0000,0.9609
208,0.4302,0.8833,0.5483,0.9951,0.9995,1.0000,1.0000,0.9971,0.9980,0.9971,0.9995,0.9995,0.9902,0.9990,0.0000,0.0000,0.0000,0.9590
209,0.4441,0.8936,0.5791,0.9956,0.9995,1.0000,1.0000,0.9971,0.9985,0.9966,0.9995,0.9995,0.9888,0.9985,0.0000,0.0000,0.0000,0.9580
210,0.4387,0.8916,0.5781,0.9956,0.9995,1.0000,1.0000,0.9971,0.9985,0.9966,0.9995,0.9995,0.9893,0.9985,0.0000,0.0000,0.0000,0.9585
211,0.5137,0.9414,0.7588,0.9985,0.9990,1.0000,1.0000,0.9990,0.9995,0.9985,0.9995,0.9995,0.9956,0.9995,0.0000,0.0000,0.0000,0.9585
212,0.5166,0.9370,0.7363,0.9980,0.9990,1.0000,1.0000,0.9990,0.9990,0.9980,0.9990,0.9995,0.9922,0.9985,0.0000,0.0000,0.0000,0.9604
213,0.6885,0.9595,0.8706,0.9990,0.9985,1.0000,1.0000,0.9995,1.0000,0.9976,0.9976,0.9985,0.9961,0.9990,0.0000,0.0000,0.0000,0.9614
214,0.7178,0.9658,0.8828,0.9990,0.9976,1.0000,1.0000,0.9995,0.9995,0.9966,0.9941,0.9971,0.9917,0.9976,0.0000,0.0000,0.0000,0.9624
215,0.6089,0.9565,0.8154,0.9985,0.9976,1.0000,1.0000,0.9990,0.9995,0.9956,0.9951,0.9971,0.9937,0.9976,0.0000,0.0000,0.0000,0.9604
216,0.6152,0.9570,0.8208,0.9985,0.9976,1.0000,1.0000,0.9990,0.9995,0.9956,0.9951,0.9971,0.9937,0.9971,0.0000,0.0000,0.0000,0.9604
217,0.5747,0.9502,0.8237,0.9980,0.9976,1.0000,1.0000,0.9990,0.9995,0.9937,0.9917,0.9961,0.9907,0.9971,0.0000,0.0000,0.0000,0.9609
218,0.6250,0.9561,0.8540,0.9985,0.9980,1.0000,1.0000,0.9995,0.9995,0.9956,0.9951,0.9971,0.9946,0.9980,0.0000,0.0000,0.0000,0.9629
219,0.5547,0.9399,0.7378,0.9966,0.9990,1.0000,1.0000,0.9971,0.9985,0.9961,0.9951,0.9985,0.9429,0.9937,0.0000,0.0000,0.0000,0.9609
220,0.6074,0.9414,0.7314,0.9966,0.9995,1.0000,1.0000,0.9966,0.9985,0.9961,0.9961,0.9985,0.9253,0.9932,0.0000,0.0000,0.0000,0.9590
221,0.7407,0.9541,0.7900,0.9985,0.9990,1.0000,1.0000,0.9985,0.9985,0.9980,0.9961,0.9985,0.9478,0.9932,0.0000,0.0000,0.0000,0.9595
222,0.7314,0.9536,0.7861,0.9985,0.9990,1.0000,1.0000,0.9985,0.9985,0.9980,0.9961,0.9985,0.9473,0.9932,0.0000,0.0000,0.0000,0.9595
223,0.6787,0.9409,0.8447,0.9985,0.9980,1.0000,1.0000,0.9995,0.9995,0.9976,0.9961,0.9980,0.9912,0.9976,0.0000,0.0000,0.0000,0.9604
224,0.4202,0.8818,0.6353,0.9966,0.9990,1.0000,1.0000,0.9971,0.9980,0.9961,0.9961,0.9985,0.9785,0.9966,0.0000,0.0000,0.0000,0.9585
225,0.2837,0.8540,0.5508,0.9941,0.9990,1.0000,1.0000,0.9946,0.9966,0.9951,0.9966,0.9985,0.9624,0.9956,0.0000,0.0000,0.0000,0.9580
226,0.3430,0.8530,0.5947,0.9961,0.9990,1.0000,1.0000,0.9971,0.9980,0.9961,0.9961,0.9985,0.9810,0.9971,0.0000,0.0000,0.0000,0.9604
227,0.3799,0.8711,0.7007,0.9966,0.9985,1.0000,1.0000,0.9985,0.9990,0.9961,0.9961,0.9980,0.9858,0.9976,0.0000,0.0000,0.0000,0.9624
228,0.3647,0.8682,0.6860,0.9961,0.9990,1.0000,1.0000,0.9980,0.9990,0.9961,0.9956,0.9980,0.9824,0.9971,0.0000,0.0000,0.0000,0.9619
229,0.3342,0.8687,0.6777,0.9961,0.9990,1.0000,1.0000,0.9980,0.9990,0.9951,0.9971,0.9985,0.9893,0.9985,0.0000,0.0000,0.0000,0.9614
230,0.2949,0.8755,0.6348,0.9946,0.9995,1.0000,1.0000,0.9966,0.9985,0.9946,0.9971,0.9990,0.9761,0.9976,0.0000,0.0000,0.0000,0.9619
231,0.2764,0.8765,0.6250,0.9941,0.9995,1.0000,1.0000,0.9961,0.9980,0.9951,0.9976,0.9990,0.9771,0.9980,0.0000,0.0000,0.0000,0.9600
232,0.2444,0.8706,0.5913,0.9946,0.9995,1.0000,1.0000,0.9961,0.9980,0.9951,0.9985,0.9995,0.9893,0.9985,0.0000,0.0000,0.0000,0.9600
233,0.2390,0.8623,0.5820,0.9941,0.9995,1.0000,1.0000,0.9961,0.9980,0.9951,0.9985,0.9995,0.9888,0.9985,0.0000,0.0000,0.0000,0.9595
234,0.2466,0.8701,0.6006,0.9946,0.9995,1.0000,1.0000,0.9966,0.9985,0.9956,0.9985,0.9995,0.9902,0.9985,0.0000,0.0000,0.0000,0.9595
235,0.2930,0.8853,0.6284,0.9951,0.9995,1.0000,1.0000,0.9966,0.9985,0.9966,0.9985,0.9995,0.9893,0.9985,0.0000,0.0000,0.0000,0.9600
236,0.2881,0.8887,0.6436,0.9956,0.9995,1.0000,1.0000,0.9971,0.9985,0.9966,0.9990,0.9995,0.9922,0.9990,0.0000,0.0000,0.0000,0.9600
237,0.2644,0.8779,0.6245,0.9951,0.9995,1.0000,1.0000,0.9966,0.9985,0.9961,0.9990,0.9995,0.9922,0.9990,0.0000,0.0000,0.0000,0.9595
238,0.2462,0.8789,0.6440,0.9937,0.9995,1.0000,1.0000,0.9966,0.9985,0.9956,0.9985,0.9995,0.9854,0.9985,0.0000,0.0000,0.0000,0.9595
239,0.2448,0.8823,0.6489,0.9941,0.9995,1.0000,1.0000,0.9966,0.9985,0.9956,0.9985,0.9995,0.9873,0.9990,0.0000,0.0000,0.0000,0.9595
240,0.2986,0.8989,0.6841,0.9946,0.9995,1.0000,1.0000,0.9971,0.9985,0.9961,0.9985,0.9995,0.9863,0.9985,0.0000,0.0000,0.0000,0.9590
241,0.2659,0.8833,0.6494,0.9946,0.9995,1.0000,1.0000,0.9966,0.9985,0.9956,0.9985,0.9995,0.9873,0.9990,0.0000,0.0000,0.0000,0.9604
242,0.3557,0.8857,0.6533,0.9961,0.9995,1.0000,1.0000,0.9971,0.9985,0.9961,0.9985,0.9995,0.9849,0.9985,0.0000,0.0000,0.0000,0.9619
243,0.3694,0.8931,0.6758,0.9966,0.9995,1.0000,1.0000,0.9976,0.9990,0.9971,0.9990,0.9995,0.9878,0.9990,0.0000,0.0000,0.0000,0.9624
244,0.4163,0.9150,0.7246,0.9976,0.9995,1.0000,1.0000,0.9985,0.9995,0.9980,0.9995,1.0000,0.9937,0.9995,0.0000,0.0000,0.0000,0.9604
245,0.2639,0.8550,0.5537,0.9946,0.9995,1.0000,1.0000,0.9971,0.9985,0.9971,1.0000,1.0000,0.9951,0.9995,0.0000,0.0000,0.0000,0.9595
246,0.2646,0.8560,0.5562,0.9946,0.9995,1.0000,1.0000,0.9971,0.9990,0.9971,1.0000,1.0000,0.9951,0.9995,0.0000,0.0000,0.0000,0.9590
247,0.2903,0.8770,0.6045,0.9956,0.9995,1.0000,1.0000,0.9971,0.9985,0.9966,1.0000,1.0000,0.9956,0.9995,0.0000,0.0000,0.0000,0.9585
248,0.2766,0.8843,0.5981,0.9956,0.9995,1.0000,1.0000,0.9971,0.9985,0.9976,1.0000,1.0000,0.9961,0.9995,0.0000,0.0000,0.0000,0.9565
249,0.4363,0.9253,0.7524,0.9985,0.9995,1.0000,1.0000,0.9990,0.9990,0.9985,1.0000,1.0000,0.9976,0.9995,0.0000,0.0000,0.0000,0.9575
250,0.3994,0.9214,0.7393,0.9971,1.0000,1.0000,1.0000,0.9985,0.9990,0.9980,1.0000,1.0000,0.9937,0.9995,0.0000,0.0000,0.0000,0.9585
251,0.3826,0.9204,0.7471,0.9976,0.9995,1.0000,1.0000,0.9985,0.9985,0.9976,0.9995,0.9995,0.9927,0.9990,0.0000,0.0000,0.0000,0.9648
252,0.3774,0.9204,0.7441,0.9976,0.9995,1.0000,1.0000,0.9985,0.9985,0.9976,0.9995,0.9995,0.9932,0.9990,0.0000,0.0000,0.0000,0.9648
253,0.3259,0.9058,0.6924,0.9961,0.9995,1.0000,1.0000,0.9980,0.9980,0.9971,0.9995,0.9995,0.9819,0.9980,0.0000,0.0000,0.0000,0.9648
254,0.4460,0.9038,0.7148,0.9976,0.9995,1.0000,1.0000,0.9985,0.9985,0.9980,0.9995,0.9995,0.9868,0.9985,0.0000,0.0000,0.0000,0.9648
255,0.5332,0.9365,0.7632,0.9976,0.9995,1.0000,1.0000,0.9980,0.9985,0.9976,0.9990,0.9995,0.9795,0.9976,0.0000,0.0000,0.0000,0.9644
256,0.6079,0.9365,0.7773,0.9980,0.9995,1.0000,1.0000,0.9985,0.9985,0.9980,0.9990,0.9995,0.9810,0.9976,0.0000,0.0000,0.0000,0.9644
257,0.5576,0.9316,0.7769,0.9976,0.9995,1.0000,1.0000,0.9980,0.9976,0.9961,0.9976,0.9985,0.9619,0.9946,0.0000,0.0000,0.0000,0.9614
258,0.5566,0.9316,0.7754,0.9976,0.9995,1.0000,1.0000,0.9980,0.9976,0.9966,0.9976,0.9985,0.9604,0.9946,0.0000,0.0000,0.0000,0.9614
259,0.5908,0.9380,0.8018,0.9976,0.9995,1.0000,1.0000,0.9976,0.9971,0.9961,0.9961,0.9976,0.9370,0.9912,0.0000,0.0000,0.0000,0.9600
260,0.6416,0.9419,0.8096,0.9980,0.9995,1.0000,1.0000,0.9976,0.9971,0.9966,0.9951,0.9971,0.9062,0.9883,0.0000,0.0000,0.0000,0.9585
261,0.6768,0.9385,0.8003,0.9980,0.9995,1.0000,1.0000,0.9976,0.9971,0.9971,0.9937,0.9966,0.8569,0.9829,0.0000,0.0000,0.0000,0.9575
262,0.7109,0.9434,0.8027,0.9976,0.9985,1.0000,0.9995,0.9966,0.9956,0.9961,0.9971,0.9951,0.9722,0.9849,0.0000,0.0000,0.0000,0.9556
263,0.5620,0.9375,0.7769,0.9971,0.9990,1.0000,1.0000,0.9971,0.9971,0.9956,0.9941,0.9966,0.9438,0.9849,0.0000,0.0000,0.0000,0.9561
264,0.5576,0.9370,0.7744,0.9971,0.9990,1.0000,1.0000,0.9971,0.9971,0.9956,0.9946,0.9966,0.9438,0.9854,0.0000,0.0000,0.0000,0.9561
265,0.7573,0.9653,0.8701,0.9990,0.9985,1.0000,1.0000,0.9980,0.9976,0.9976,0.9829,0.9951,0.9033,0.9780,0.0000,0.0000,0.0000,0.9546
266,0.7100,0.9653,0.8662,0.9980,0.9985,1.0000,1.0000,0.9961,0.9956,0.9951,0.9546,0.9907,0.8740,0.9629,0.0000,0.0000,0.0000,0.9595
267,0.7275,0.9600,0.8477,0.9980,0.9980,1.0000,1.0000,0.9961,0.9961,0.9951,0.9429,0.9868,0.8525,0.9561,0.0000,0.0000,0.0000,0.9580
268,0.6826,0.9497,0.8267,0.9976,0.9980,1.0000,1.0000,0.9941,0.9946,0.9932,0.9180,0.9810,0.8188,0.9380,0.0000,0.0000,0.0000,0.9595
269,0.6230,0.9434,0.8237,0.9976,0.9980,1.0000,1.0000,0.9941,0.9951,0.9932,0.9326,0.9849,0.8799,0.9580,0.0000,0.0000,0.0000,0.9600
270,0.6211,0.9434,0.8232,0.9976,0.9980,1.0000,1.0000,0.9941,0.9951,0.9927,0.9331,0.9849,0.8818,0.9580,0.0000,0.0000,0.0000,0.9600
271,0.5078,0.9404,0.8164,0.9966,0.9980,1.0000,1.0000,0.9941,0.9966,0.9907,0.9478,0.9888,0.9390,0.9790,0.0000,0.0000,0.0000,0.9595
272,0.5796,0.9551,0.8447,0.9971,0.9971,1.0000,1.0000,0.9956,0.9976,0.9849,0.9473,0.9810,0.9707,0.9849,0.0000,0.0000,0.0000,0.9585
273,0.4751,0.9531,0.8472,0.9966,0.9971,1.0000,1.0000,0.9966,0.9980,0.9858,0.9663,0.9849,0.9844,0.9902,0.0000,0.0000,0.0000,0.9580
274,0.5981,0.9697,0.8916,0.9980,0.9980,1.0000,1.0000,0.9971,0.9990,0.9932,0.9727,0.9902,0.9897,0.9932,0.0000,0.0000,0.0000,0.9565
275,0.8105,0.9810,0.9189,0.9990,0.9980,1.0000,1.0000,0.9980,0.9990,0.9946,0.9741,0.9897,0.9863,0.9907,0.0000,0.0000,0.0000,0.9595
276,0.8110,0.9810,0.9189,0.9990,0.9980,1.0000,1.0000,0.9980,0.9990,0.9946,0.9741,0.9897,0.9858,0.9907,0.0000,0.0000,0.0000,0.9595
277,0.8696,0.9844,0.9082,0.9990,0.9980,1.0000,1.0000,0.9956,0.9980,0.9907,0.9702,0.9868,0.9839,0.9878,0.0000,0.0000,0.0000,0.9595
278,0.8081,0.9780,0.8623,0.9985,0.9985,1.0000,1.0000,0.9922,0.9922,0.9907,0.9565,0.9844,0.9502,0.9717,0.0000,0.0000,0.0000,0.9580
279,0.8926,0.9883,0.8706,0.9980,0.9995,1.0000,0.9995,0.9736,0.9912,0.9810,0.9810,0.9878,0.6855,0.8892,0.0000,0.0000,0.0000,0.9575
280,0.8906,0.9854,0.8843,0.9985,0.9995,1.0000,1.0000,0.9824,0.9937,0.9873,0.9727,0.9893,0.7559,0.9365,0.0000,0.0000,0.0000,0.9604
281,0.9683,0.9946,0.9512,0.9995,0.9990,1.0000,0.9995,0.9893,0.9971,0.9932,0.9873,0.9937,0.8716,0.9629,0.0000,0.0000,0.0000,0.9561
282,0.9688,0.9946,0.9512,0.9995,0.9990,1.0000,0.9995,0.9897,0.9971,0.9932,0.9873,0.9937,0.8711,0.9629,0.0000,0.0000,0.0000,0.9561
283,0.9917,0.9966,0.9736,0.9995,0.9995,1.0000,1.0000,0.9927,0.9985,0.9951,0.9941,0.9961,0.9087,0.9678,0.0000,0.0000,0.0000,0.9561
284,0.9897,0.9956,0.9751,0.9995,0.9995,1.0000,1.0000,0.9858,0.9966,0.9893,0.9663,0.9883,0.7939,0.9404,0.0000,0.0000,0.0000,0.9551
285,0.9902,0.9956,0.9722,0.9995,0.9995,1.0000,1.0000,0.9873,0.9971,0.9907,0.9746,0.9902,0.7305,0.9272,0.0000,0.0000,0.0000,0.9551
286,0.9873,0.9961,0.9727,0.9995,0.9995,1.0000,1.0000,0.9771,0.9971,0.9863,0.9897,0.9927,0.7632,0.9136,0.0000,0.0000,0.0000,0.9561
287,0.9888,0.9961,0.9736,0.9995,0.9995,1.0000,1.0000,0.9751,0.9971,0.9854,0.9907,0.9932,0.7690,0.9170,0.0000,0.0000,0.0000,0.9561
288,0.9888,0.9961,0.9736,0.9995,0.9995,1.0000,1.0000,0.9741,0.9971,0.9849,0.9902,0.9932,0.7642,0.9136,0.0000,0.0000,0.0000,0.9561
289,0.9888,0.9961,0.9761,0.9995,1.0000,1.0000,1.0000,0.9751,0.9971,0.9844,0.9912,0.9937,0.8164,0.9316,0.0000,0.0000,0.0000,0.9546
290,0.9888,0.9961,0.9761,0.9995,1.0000,1.0000,1.0000,0.9761,0.9976,0.9844,0.9917,0.9941,0.8599,0.9438,0.0000,0.0000,0.0000,0.9561
291,0.9902,0.9961,0.9780,0.9995,1.0000,1.0000,1.0000,0.9751,0.9971,0.9839,0.9917,0.9937,0.8652,0.9395,0.0000,0.0000,0.0000,0.9551
292,0.9912,0.9961,0.9800,0.9995,1.0000,1.0000,1.0000,0.9761,0.9971,0.9844,0.9917,0.9937,0.8623,0.9360,0.0000,0.0000,0.0000,0.9551
293,0.9956,0.9966,0.9829,0.9995,0.9995,1.0000,1.0000,0.9873,0.9976,0.9917,0.9771,0.9907,0.8110,0.9409,0.0000,0.0000,0.0000,0.9551
294,0.9956,0.9966,0.9829,0.9995,0.9995,1.0000,1.0000,0.9873,0.9976,0.9917,0.9771,0.9907,0.8120,0.9409,0.0000,0.0000,0.0000,0.9551
295,0.9971,0.9966,0.9878,0.9995,1.0000,1.0000,1.0000,0.9653,0.9966,0.9761,0.9897,0.9912,0.8901,0.9238,0.0000,0.0000,0.0000,0.9556
296,0.9990,0.9961,0.9883,1.0000,1.0000,1.0000,1.0000,0.9888,0.9985,0.9937,0.9917,0.9951,0.8892,0.9590,0.0000,0.0000,0.0000,0.9551
297,0.9990,0.9956,0.9883,1.0000,1.0000,1.0000,1.0000,0.9902,0.9990,0.9946,0.9941,0.9966,0.9165,0.9697,0.0000,0.0000,0.0000,0.9546
298,0.9990,0.9951,0.9883,1.0000,1.0000,1.0000,1.0000,0.9897,0.9990,0.9946,0.9946,0.9966,0.9165,0.9697,0.0000,0.0000,0.0000,0.9546
299,0.9990,0.9951,0.9883,1.0000,1.0000,1.0000,1.0000,0.9902,0.9990,0.9951,0.9951,0.9971,0.9097,0.9688,0.0000,0.0000,0.0000,0.9546
