frame,kp0_conf,kp1_conf,kp2_conf,kp3_conf,kp4_conf,kp5_conf,kp6_conf,kp7_conf,kp8_conf,kp9_conf,kp10_conf,kp11_conf,kp12_conf,kp13_conf,kp14_conf,kp15_conf,kp16_conf,bbox_conf
23,0.9766,0.9854,0.9966,0.9995,0.9990,1.0000,0.9990,0.9971,0.9995,0.9941,0.9756,0.9771,0.9907,0.9912,0.0000,0.0000,0.0000,0.9478
24,0.9790,0.9858,0.9966,0.9995,0.9990,1.0000,0.9990,0.9971,0.9995,0.9937,0.9731,0.9766,0.9902,0.9917,0.0000,0.0000,0.0000,0.9497
25,0.9771,0.9834,0.9961,0.9995,0.9990,1.0000,0.9985,0.9961,0.9995,0.9932,0.9526,0.9673,0.9878,0.9902,0.0000,0.0000,0.0000,0.9497
26,0.9819,0.9839,0.9961,0.9995,0.9995,1.0000,0.9980,0.9946,0.9995,0.9902,0.8989,0.9370,0.9761,0.9858,0.0000,0.0000,0.0000,0.9497
27,0.9761,0.9819,0.9966,0.9990,0.9995,1.0000,0.9980,0.9946,0.9990,0.9917,0.9180,0.9482,0.9893,0.9912,0.0000,0.0000,0.0000,0.9478
28,0.9761,0.9834,0.9966,0.9990,0.9995,1.0000,0.9976,0.9937,0.9990,0.9888,0.8984,0.9346,0.9883,0.9893,0.0000,0.0000,0.0000,0.9478
29,0.9751,0.9834,0.9966,0.9990,0.9995,0.9995,0.9971,0.9917,0.9985,0.9863,0.8589,0.9062,0.9863,0.9873,0.0000,0.0000,0.0000,0.9487
30,0.9756,0.9844,0.9966,0.9990,0.9995,1.0000,0.9971,0.9917,0.9985,0.9858,0.8877,0.9219,0.9893,0.9897,0.0000,0.0000,0.0000,0.9497
31,0.9756,0.9849,0.9966,0.9990,0.9995,1.0000,0.9971,0.9912,0.9990,0.9844,0.8955,0.9268,0.9888,0.9893,0.0000,0.0000,0.0000,0.9507
32,0.9780,0.9854,0.9966,0.9990,0.9995,0.9995,0.9971,0.9917,0.9990,0.9844,0.9082,0.9331,0.9893,0.9893,0.0000,0.0000,0.0000,0.9502
33,0.9790,0.9819,0.9976,0.9995,0.9995,1.0000,0.9971,0.9902,0.9995,0.9819,0.9160,0.9497,0.9937,0.9922,0.0000,0.0000,0.0000,0.9517
34,0.9863,0.9863,0.9980,0.9995,0.9990,0.9995,0.9971,0.9912,0.9995,0.9844,0.9194,0.9482,0.9917,0.9907,0.0000,0.0000,0.0000,0.9531
35,0.9873,0.9873,0.9980,0.9995,0.9990,0.9995,0.9966,0.9912,0.9995,0.9844,0.9175,0.9448,0.9907,0.9893,0.0000,0.0000,0.0000,0.9536
36,0.9893,0.9878,0.9980,0.9995,0.9990,0.9995,0.9966,0.9917,0.9995,0.9854,0.9170,0.9429,0.9888,0.9878,0.0000,0.0000,0.0000,0.9541
37,0.9902,0.9878,0.9980,0.9995,0.9990,0.9995,0.9971,0.9932,0.9995,0.9868,0.9287,0.9492,0.9912,0.9893,0.0000,0.0000,0.0000,0.9526
38,0.9858,0.9854,0.9980,0.9995,0.9995,1.0000,0.9976,0.9932,0.9995,0.9883,0.9590,0.9746,0.9956,0.9951,0.0000,0.0000,0.0000,0.9526
39,0.9849,0.9824,0.9971,0.9995,0.9995,1.0000,0.9976,0.9937,0.9995,0.9878,0.9609,0.9810,0.9966,0.9961,0.0000,0.0000,0.0000,0.9536
40,0.9829,0.9795,0.9971,0.9995,0.9995,1.0000,0.9980,0.9932,0.9995,0.9888,0.9585,0.9834,0.9961,0.9961,0.0000,0.0000,0.0000,0.9541
41,0.9863,0.9849,0.9976,0.9995,0.9995,1.0000,0.9985,0.9951,1.0000,0.9937,0.9829,0.9888,0.9976,0.9961,0.0000,0.0000,0.0000,0.9546
42,0.9883,0.9873,0.9980,0.9995,0.9990,1.0000,0.9990,0.9951,1.0000,0.9946,0.9888,0.9902,0.9980,0.9961,0.0000,0.0000,0.0000,0.9546
43,0.9888,0.9883,0.9980,0.9995,0.9990,1.0000,0.9985,0.9941,1.0000,0.9946,0.9897,0.9902,0.9971,0.9951,0.0000,0.0000,0.0000,0.9546
44,0.9888,0.9883,0.9980,0.9995,0.9990,1.0000,0.9985,0.9927,1.0000,0.9941,0.9893,0.9893,0.9966,0.9932,0.0000,0.0000,0.0000,0.9546
45,0.9888,0.9878,0.9980,0.9995,0.9990,1.0000,0.9985,0.9897,0.9995,0.9932,0.9854,0.9849,0.9941,0.9878,0.0000,0.0000,0.0000,0.9546
46,0.9868,0.9863,0.9976,0.9995,0.9990,1.0000,0.9985,0.9873,0.9995,0.9927,0.9888,0.9849,0.9941,0.9849,0.0000,0.0000,0.0000,0.9546
47,0.9907,0.9893,0.9976,1.0000,0.9980,1.0000,0.9995,0.9937,1.0000,0.9946,0.9932,0.9868,0.9932,0.9780,0.0000,0.0000,0.0000,0.9561
48,0.9907,0.9888,0.9976,1.0000,0.9980,1.0000,0.9995,0.9941,1.0000,0.9951,0.9961,0.9912,0.9956,0.9844,0.0000,0.0000,0.0000,0.9561
49,0.9897,0.9878,0.9971,1.0000,0.9985,1.0000,0.9995,0.9951,1.0000,0.9961,0.9976,0.9946,0.9976,0.9897,0.0000,0.0000,0.0000,0.9561
50,0.9907,0.9883,0.9976,1.0000,0.9990,1.0000,1.0000,0.9961,1.0000,0.9966,0.9985,0.9971,0.9985,0.9946,0.0000,0.0000,0.0000,0.9565
51,0.9917,0.9888,0.9976,1.0000,0.9990,1.0000,1.0000,0.9966,1.0000,0.9971,0.9985,0.9971,0.9990,0.9951,0.0000,0.0000,0.0000,0.9556
52,0.9922,0.9893,0.9976,1.0000,0.9990,1.0000,1.0000,0.9966,1.0000,0.9976,0.9985,0.9966,0.9990,0.9956,0.0000,0.0000,0.0000,0.9546
53,0.9922,0.9844,0.9976,0.9995,0.9995,1.0000,0.9995,0.9907,1.0000,0.9961,0.9966,0.9941,0.9985,0.9946,0.0000,0.0000,0.0000,0.9561
54,0.9907,0.9829,0.9976,0.9995,0.9990,1.0000,0.9995,0.9897,1.0000,0.9951,0.9946,0.9917,0.9980,0.9932,0.0000,0.0000,0.0000,0.9561
55,0.9902,0.9790,0.9971,0.9995,0.9995,1.0000,0.9995,0.9893,1.0000,0.9951,0.9932,0.9912,0.9980,0.9937,0.0000,0.0000,0.0000,0.9570
56,0.9893,0.9751,0.9966,0.9995,0.9995,1.0000,0.9995,0.9897,1.0000,0.9951,0.9907,0.9897,0.9980,0.9941,0.0000,0.0000,0.0000,0.9546
57,0.9941,0.9849,0.9971,0.9995,0.9995,1.0000,0.9995,0.9961,1.0000,0.9966,0.9912,0.9907,0.9980,0.9961,0.0000,0.0000,0.0000,0.9526
58,0.9951,0.9849,0.9976,0.9995,0.9995,1.0000,0.9995,0.9961,1.0000,0.9971,0.9858,0.9878,0.9976,0.9961,0.0000,0.0000,0.0000,0.9546
59,0.9951,0.9834,0.9976,0.9995,0.9995,1.0000,0.9995,0.9951,1.0000,0.9966,0.9849,0.9893,0.9980,0.9976,0.0000,0.0000,0.0000,0.9531
60,0.9956,0.9814,0.9985,0.9995,0.9995,1.0000,0.9995,0.9932,1.0000,0.9961,0.9775,0.9868,0.9985,0.9976,0.0000,0.0000,0.0000,0.9551
61,0.9951,0.9766,0.9976,0.9995,1.0000,1.0000,0.9990,0.9868,1.0000,0.9927,0.9678,0.9858,0.9990,0.9976,0.0000,0.0000,0.0000,0.9585
62,0.9951,0.9814,0.9980,0.9995,0.9995,1.0000,0.9990,0.9873,1.0000,0.9917,0.9536,0.9790,0.9985,0.9966,0.0000,0.0000,0.0000,0.9575
63,0.9956,0.9829,0.9980,0.9995,0.9995,1.0000,0.9985,0.9844,1.0000,0.9893,0.9492,0.9780,0.9985,0.9966,0.0000,0.0000,0.0000,0.9585
64,0.9956,0.9834,0.9980,0.9995,0.9995,1.0000,0.9985,0.9829,1.0000,0.9873,0.9468,0.9771,0.9985,0.9966,0.0000,0.0000,0.0000,0.9575
65,0.9961,0.9849,0.9976,0.9995,0.9995,1.0000,0.9990,0.9912,1.0000,0.9917,0.9497,0.9736,0.9976,0.9956,0.0000,0.0000,0.0000,0.9556
66,0.9961,0.9858,0.9976,0.9995,0.9995,1.0000,0.9990,0.9907,1.0000,0.9917,0.9482,0.9697,0.9966,0.9941,0.0000,0.0000,0.0000,0.9580
67,0.9966,0.9863,0.9976,0.9995,0.9995,1.0000,0.9985,0.9907,0.9995,0.9912,0.9507,0.9688,0.9961,0.9927,0.0000,0.0000,0.0000,0.9585
68,0.9976,0.9878,0.9980,0.9995,0.9995,1.0000,0.9985,0.9907,0.9995,0.9907,0.9434,0.9678,0.9956,0.9922,0.0000,0.0000,0.0000,0.9595
69,0.9976,0.9873,0.9980,0.9995,0.9995,1.0000,0.9985,0.9907,0.9995,0.9902,0.9399,0.9653,0.9951,0.9917,0.0000,0.0000,0.0000,0.9585
70,0.9980,0.9883,0.9976,0.9995,0.9990,1.0000,0.9980,0.9912,0.9995,0.9897,0.9399,0.9634,0.9946,0.9907,0.0000,0.0000,0.0000,0.9575
71,0.9976,0.9888,0.9976,0.9995,0.9995,1.0000,0.9985,0.9922,0.9995,0.9907,0.9497,0.9717,0.9951,0.9917,0.0000,0.0000,0.0000,0.9575
72,0.9980,0.9893,0.9980,0.9995,0.9995,1.0000,0.9990,0.9941,1.0000,0.9922,0.9678,0.9814,0.9971,0.9946,0.0000,0.0000,0.0000,0.9565
73,0.9966,0.9863,0.9985,0.9995,0.9995,1.0000,0.9995,0.9902,1.0000,0.9937,0.9878,0.9902,0.9990,0.9971,0.0000,0.0000,0.0000,0.9561
74,0.9966,0.9873,0.9990,0.9995,0.9995,1.0000,0.9995,0.9917,1.0000,0.9951,0.9912,0.9927,0.9990,0.9976,0.0000,0.0000,0.0000,0.9551
75,0.9961,0.9873,0.9990,0.9995,0.9995,1.0000,0.9995,0.9902,1.0000,0.9956,0.9941,0.9941,0.9990,0.9971,0.0000,0.0000,0.0000,0.9546
76,0.9961,0.9868,0.9985,0.9995,0.9995,1.0000,0.9995,0.9907,1.0000,0.9956,0.9937,0.9941,0.9990,0.9976,0.0000,0.0000,0.0000,0.9546
77,0.9961,0.9863,0.9985,0.9995,0.9995,1.0000,0.9995,0.9873,1.0000,0.9946,0.9927,0.9927,0.9985,0.9961,0.0000,0.0000,0.0000,0.9546
78,0.9956,0.9863,0.9971,0.9995,0.9990,1.0000,0.9995,0.9858,1.0000,0.9883,0.9858,0.9849,0.9956,0.9810,0.0000,0.0000,0.0000,0.9536
79,0.9961,0.9854,0.9971,0.9995,0.9990,1.0000,0.9995,0.9834,1.0000,0.9873,0.9922,0.9883,0.9971,0.9819,0.0000,0.0000,0.0000,0.9556
80,0.9961,0.9868,0.9980,0.9995,0.9990,1.0000,0.9995,0.9746,1.0000,0.9878,0.9932,0.9878,0.9976,0.9868,0.0000,0.0000,0.0000,0.9565
81,0.9961,0.9878,0.9976,0.9995,0.9990,1.0000,0.9995,0.9805,1.0000,0.9897,0.9961,0.9888,0.9985,0.9863,0.0000,0.0000,0.0000,0.9561
82,0.9956,0.9868,0.9976,0.9995,0.9990,1.0000,0.9995,0.9707,1.0000,0.9854,0.9951,0.9878,0.9980,0.9849,0.0000,0.0000,0.0000,0.9561
83,0.9956,0.9873,0.9971,0.9995,0.9990,1.0000,0.9995,0.9785,1.0000,0.9883,0.9966,0.9888,0.9985,0.9858,0.0000,0.0000,0.0000,0.9551
84,0.9946,0.9863,0.9976,0.9995,0.9995,1.0000,0.9995,0.9722,1.0000,0.9858,0.9961,0.9897,0.9980,0.9858,0.0000,0.0000,0.0000,0.9556
85,0.9951,0.9863,0.9976,0.9995,0.9995,1.0000,0.9995,0.9702,1.0000,0.9844,0.9937,0.9834,0.9966,0.9775,0.0000,0.0000,0.0000,0.9561
86,0.9956,0.9863,0.9980,0.9995,0.9995,1.0000,0.9995,0.9751,1.0000,0.9854,0.9937,0.9858,0.9971,0.9814,0.0000,0.0000,0.0000,0.9565
87,0.9961,0.9878,0.9980,0.9995,0.9995,1.0000,0.9995,0.9731,1.0000,0.9834,0.9912,0.9810,0.9961,0.9771,0.0000,0.0000,0.0000,0.9565
88,0.9966,0.9863,0.9980,0.9995,0.9995,1.0000,0.9995,0.9731,1.0000,0.9834,0.9883,0.9780,0.9961,0.9761,0.0000,0.0000,0.0000,0.9565
89,0.9966,0.9868,0.9980,0.9995,0.9995,1.0000,0.9995,0.9780,1.0000,0.9854,0.9912,0.9839,0.9971,0.9829,0.0000,0.0000,0.0000,0.9575
90,0.9966,0.9858,0.9980,0.9995,0.9995,1.0000,1.0000,0.9849,1.0000,0.9902,0.9956,0.9927,0.9985,0.9932,0.0000,0.0000,0.0000,0.9575
91,0.9971,0.9858,0.9980,0.9995,0.9995,1.0000,1.0000,0.9858,1.0000,0.9907,0.9951,0.9932,0.9990,0.9946,0.0000,0.0000,0.0000,0.9595
92,0.9976,0.9854,0.9980,0.9995,0.9995,1.0000,1.0000,0.9858,1.0000,0.9897,0.9922,0.9912,0.9985,0.9941,0.0000,0.0000,0.0000,0.9590
93,0.9980,0.9858,0.9980,0.9995,0.9995,1.0000,1.0000,0.9844,1.0000,0.9873,0.9858,0.9873,0.9980,0.9927,0.0000,0.0000,0.0000,0.9604
94,0.9985,0.9878,0.9980,1.0000,0.9995,1.0000,1.0000,0.9863,1.0000,0.9888,0.9849,0.9893,0.9985,0.9946,0.0000,0.0000,0.0000,0.9600
95,0.9985,0.9868,0.9985,1.0000,0.9995,1.0000,1.0000,0.9873,1.0000,0.9902,0.9790,0.9868,0.9980,0.9941,0.0000,0.0000,0.0000,0.9604
96,0.9985,0.9868,0.9985,1.0000,0.9995,1.0000,0.9995,0.9834,1.0000,0.9868,0.9585,0.9775,0.9971,0.9917,0.0000,0.0000,0.0000,0.9575
97,0.9985,0.9868,0.9985,0.9995,0.9995,1.0000,0.9995,0.9849,1.0000,0.9873,0.9551,0.9756,0.9971,0.9922,0.0000,0.0000,0.0000,0.9561
98,0.9990,0.9883,0.9990,0.9995,0.9995,1.0000,0.9995,0.9668,1.0000,0.9766,0.9482,0.9648,0.9980,0.9907,0.0000,0.0000,0.0000,0.9565
99,0.9990,0.9883,0.9990,0.9995,0.9995,1.0000,0.9995,0.9648,1.0000,0.9722,0.9526,0.9697,0.9985,0.9932,0.0000,0.0000,0.0000,0.9561
100,0.9990,0.9883,0.9990,0.9995,0.9995,1.0000,0.9990,0.9653,1.0000,0.9702,0.9624,0.9751,0.9990,0.9951,0.0000,0.0000,0.0000,0.9565
101,0.9990,0.9888,0.9990,0.9995,0.9995,1.0000,0.9990,0.9565,1.0000,0.9590,0.9512,0.9648,0.9990,0.9927,0.0000,0.0000,0.0000,0.9565
102,0.9995,0.9878,0.9990,0.9995,0.9995,1.0000,0.9990,0.9741,1.0000,0.9741,0.9526,0.9644,0.9980,0.9902,0.0000,0.0000,0.0000,0.9570
103,0.9995,0.9897,0.9990,0.9995,0.9995,1.0000,0.9990,0.9644,1.0000,0.9644,0.9712,0.9746,0.9990,0.9941,0.0000,0.0000,0.0000,0.9556
104,0.9995,0.9897,0.9990,0.9995,0.9995,1.0000,0.9990,0.9697,1.0000,0.9712,0.9829,0.9829,0.9995,0.9951,0.0000,0.0000,0.0000,0.9546
105,0.9995,0.9897,0.9990,0.9995,0.9995,1.0000,0.9990,0.9702,1.0000,0.9707,0.9810,0.9785,0.9990,0.9941,0.0000,0.0000,0.0000,0.9536
106,0.9995,0.9897,0.9995,0.9995,0.9995,1.0000,0.9990,0.9727,1.0000,0.9707,0.9722,0.9663,0.9985,0.9902,0.0000,0.0000,0.0000,0.9473
107,0.9995,0.9912,0.9995,1.0000,0.9995,1.0000,0.9995,0.9805,1.0000,0.9785,0.9858,0.9814,0.9995,0.9946,0.0000,0.0000,0.0000,0.9482
108,0.9995,0.9912,0.9995,1.0000,0.9995,1.0000,0.9990,0.9771,1.0000,0.9741,0.9790,0.9673,0.9985,0.9893,0.0000,0.0000,0.0000,0.9463
109,0.9995,0.9912,0.9990,0.9995,0.9995,0.9995,0.9990,0.9824,1.0000,0.9697,0.9683,0.9497,0.9971,0.9849,0.0000,0.0000,0.0000,0.9497
110,0.9995,0.9917,0.9995,1.0000,0.9995,0.9995,0.9990,0.9751,1.0000,0.9585,0.9609,0.9292,0.9971,0.9795,0.0000,0.0000,0.0000,0.9502
111,0.9995,0.9912,0.9995,1.0000,0.9995,0.9995,0.9990,0.9727,1.0000,0.9526,0.9639,0.9292,0.9976,0.9775,0.0000,0.0000,0.0000,0.9512
112,0.9995,0.9922,0.9995,1.0000,0.9995,0.9995,0.9990,0.9697,1.0000,0.9536,0.9644,0.9229,0.9971,0.9717,0.0000,0.0000,0.0000,0.9507
113,0.9995,0.9922,0.9995,1.0000,0.9995,1.0000,0.9990,0.9727,1.0000,0.9624,0.9761,0.9448,0.9980,0.9785,0.0000,0.0000,0.0000,0.9482
114,0.9995,0.9922,0.9995,1.0000,0.9990,0.9995,0.9990,0.9668,1.0000,0.9614,0.9785,0.9385,0.9976,0.9688,0.0000,0.0000,0.0000,0.9541
115,0.9995,0.9927,0.9995,1.0000,0.9990,0.9995,0.9995,0.9678,1.0000,0.9678,0.9854,0.9570,0.9976,0.9727,0.0000,0.0000,0.0000,0.9531
116,0.9995,0.9922,0.9995,1.0000,0.9990,1.0000,0.9995,0.9658,1.0000,0.9746,0.9912,0.9688,0.9976,0.9731,0.0000,0.0000,0.0000,0.9541
117,0.9995,0.9917,0.9995,0.9995,0.9990,1.0000,0.9995,0.9590,1.0000,0.9741,0.9927,0.9692,0.9976,0.9688,0.0000,0.0000,0.0000,0.9541
118,0.9995,0.9922,0.9990,1.0000,0.9990,1.0000,0.9995,0.9658,1.0000,0.9731,0.9961,0.9824,0.9976,0.9741,0.0000,0.0000,0.0000,0.9595
119,0.9995,0.9917,0.9990,1.0000,0.9990,1.0000,0.9995,0.9502,1.0000,0.9663,0.9976,0.9863,0.9990,0.9790,0.0000,0.0000,0.0000,0.9526
120,0.9995,0.9912,0.9990,1.0000,0.9990,1.0000,0.9995,0.9434,1.0000,0.9663,0.9980,0.9883,0.9990,0.9785,0.0000,0.0000,0.0000,0.9526
121,0.9995,0.9902,0.9985,1.0000,0.9990,1.0000,0.9995,0.9341,1.0000,0.9619,0.9976,0.9854,0.9985,0.9712,0.0000,0.0000,0.0000,0.9536
122,0.9995,0.9888,0.9985,0.9995,0.9990,1.0000,0.9995,0.9194,1.0000,0.9570,0.9976,0.9839,0.9980,0.9644,0.0000,0.0000,0.0000,0.9541
123,0.9995,0.9888,0.9985,0.9995,0.9990,1.0000,0.9995,0.9111,1.0000,0.9551,0.9976,0.9824,0.9980,0.9629,0.0000,0.0000,0.0000,0.9536
124,0.9995,0.9888,0.9985,0.9995,0.9990,1.0000,0.9995,0.9019,1.0000,0.9526,0.9971,0.9834,0.9980,0.9644,0.0000,0.0000,0.0000,0.9531
125,0.9995,0.9888,0.9985,0.9995,0.9990,1.0000,0.9995,0.8862,1.0000,0.9453,0.9966,0.9810,0.9980,0.9590,0.0000,0.0000,0.0000,0.9517
126,0.9995,0.9888,0.9985,0.9995,0.9990,1.0000,0.9995,0.8950,1.0000,0.9487,0.9971,0.9839,0.9985,0.9668,0.0000,0.0000,0.0000,0.9512
