frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
11,1373.2500,486.7500,1.0607,1534.5000,273.3750,0.8385,1248.7500,226.1250,1.0607,1336.5000,612.3750,0.0000,975.0000,415.1250,1.6771,636.7500,502.1250,0.5303,1374.0000,712.8750,0.7500,1707.0000,783.7500,1.5000,1164.7500,746.2500,1.6771,1566.0000,837.0000,1.5000,765.3750,647.2500,2.8559,753.7500,838.5000,5.7118,807.0000,621.7500,1.3521,875.2500,858.7500,4.3732,,,,,,,,,
12,1374.7500,485.2500,2.1213,1535.2500,273.0000,0.8385,1248.7500,224.6250,1.5000,1335.7500,608.6250,3.8243,977.2500,412.5000,3.4573,636.7500,499.5000,2.6250,1377.0000,711.0000,3.5377,1707.0000,782.2500,1.5000,1168.5000,747.0000,3.8243,1570.5000,834.0000,5.4083,765.0000,644.6250,2.6517,756.7500,836.2500,3.7500,807.0000,620.2500,1.5000,877.5000,857.2500,2.7042,,,,,,,,,
13,1374.0000,483.7500,1.6771,1536.0000,272.6250,0.8385,1248.7500,223.5000,1.1250,1335.0000,607.5000,1.3521,976.5000,411.3750,1.3521,635.6250,498.7500,1.3521,1377.0000,710.2500,0.7500,1707.0000,781.5000,0.7500,1167.0000,746.2500,1.6771,1567.5000,833.2500,3.0923,762.7500,643.8750,2.3717,754.5000,834.0000,3.1820,805.5000,619.8750,1.5462,878.2500,855.0000,2.3717,,,,,,,,,
14,1374.0000,482.6250,1.1250,1537.5000,271.1250,2.1213,1248.0000,222.3750,1.3521,1338.0000,606.0000,3.3541,978.7500,410.2500,2.5156,636.7500,497.6250,1.5910,1377.7500,709.1250,1.3521,1707.0000,781.5000,0.0000,1169.2500,746.2500,2.2500,1570.5000,832.5000,3.0923,762.7500,642.3750,1.5000,754.8750,834.0000,0.3750,807.0000,619.1250,1.6771,878.2500,855.7500,0.7500,,,,,,,,,
15,1374.0000,482.2500,0.3750,1539.0000,270.3750,1.6771,1249.5000,221.6250,1.6771,1338.0000,605.2500,0.7500,981.0000,408.7500,2.7042,635.6250,496.1250,1.8750,1377.7500,708.7500,0.3750,1707.0000,780.7500,0.7500,1167.7500,744.7500,2.1213,1569.0000,831.0000,2.1213,764.2500,642.0000,1.5462,760.1250,833.2500,5.3033,804.7500,617.6250,2.7042,877.5000,853.5000,2.3717,,,,,,,,,
16,1372.5000,480.0000,2.7042,1539.0000,271.5000,1.1250,1249.5000,221.6250,0.0000,1338.7500,604.5000,1.0607,981.0000,408.3750,0.3750,637.1250,495.3750,1.6771,1377.7500,708.0000,0.7500,1707.0000,780.0000,0.7500,1166.2500,742.5000,2.7042,1567.5000,829.5000,2.1213,764.6250,642.3750,0.5303,757.5000,834.0000,2.7300,806.2500,615.7500,2.4012,879.7500,852.7500,2.3717,,,,,,,,,
17,1374.0000,478.8750,1.8750,1539.0000,269.6250,1.8750,1249.5000,220.5000,1.1250,1341.0000,603.0000,2.7042,981.7500,408.3750,0.7500,637.5000,495.7500,0.5303,1376.2500,707.2500,1.6771,1707.0000,778.5000,1.5000,1167.7500,741.0000,2.1213,1567.5000,831.0000,1.5000,768.0000,641.2500,3.5576,765.7500,835.5000,8.3853,806.2500,618.3750,2.6250,877.5000,859.5000,7.1151,,,,,,,,,
18,1374.7500,478.5000,0.8385,1539.0000,268.5000,1.1250,1250.2500,220.5000,0.7500,1341.0000,602.2500,0.7500,983.2500,407.6250,1.6771,637.8750,495.0000,0.8385,1376.2500,706.1250,1.1250,1707.0000,778.5000,0.0000,1167.7500,741.0000,0.0000,1569.0000,829.5000,2.1213,767.2500,642.0000,1.0607,763.1250,837.0000,3.0233,806.2500,616.5000,1.8750,879.0000,856.5000,3.3541,,,,,,,,,
19,1375.5000,477.0000,1.6771,1540.5000,267.0000,2.1213,1249.5000,218.6250,2.0194,1341.0000,600.7500,1.5000,982.5000,406.5000,1.3521,638.2500,493.1250,1.9121,1374.0000,705.3750,2.3717,1707.0000,778.5000,0.0000,1165.5000,738.7500,3.1820,1567.5000,828.0000,2.1213,766.5000,641.6250,0.8385,758.2500,835.5000,5.1006,807.0000,613.8750,2.7300,880.5000,853.5000,3.3541,,,,,,,,,
20,1376.2500,476.2500,1.0607,1540.5000,266.2500,0.7500,1250.2500,217.8750,1.0607,1341.0000,599.2500,1.5000,986.2500,405.0000,4.0389,637.8750,491.2500,1.9121,1377.7500,703.1250,4.3732,1707.0000,777.0000,1.5000,1171.5000,738.7500,6.0000,1570.5000,829.5000,3.3541,766.1250,640.1250,1.5462,762.7500,837.0000,4.7434,807.0000,611.6250,2.2500,882.7500,852.0000,2.7042,,,,,,,,,
21,1377.7500,475.5000,1.6771,1542.0000,265.8750,1.5462,1250.2500,216.7500,1.1250,1343.2500,599.2500,2.2500,988.5000,402.3750,3.4573,641.2500,490.5000,3.4573,1377.7500,701.6250,1.5000,1707.0000,777.0000,0.0000,1168.5000,735.7500,4.2426,1567.5000,827.2500,3.7500,766.5000,640.1250,0.3750,757.5000,835.5000,5.4601,810.7500,611.2500,3.7687,890.2500,849.7500,7.8302,,,,,,,,,
22,1376.2500,474.7500,1.6771,1542.0000,265.5000,0.3750,1249.5000,216.3750,0.8385,1342.5000,597.3750,2.0194,988.5000,401.2500,1.1250,639.3750,487.8750,3.2259,1377.7500,700.8750,0.7500,1707.0000,777.7500,0.7500,1167.0000,734.2500,2.1213,1567.5000,825.7500,1.5000,764.2500,637.5000,3.4573,754.8750,833.2500,3.4573,808.5000,609.0000,3.1820,888.7500,849.0000,1.6771,,,,,,,,,
23,1377.0000,474.3750,0.8385,1543.5000,263.2500,2.7042,1249.5000,214.1250,2.2500,1342.5000,595.8750,1.5000,987.0000,400.5000,1.6771,639.3750,486.7500,1.1250,1377.0000,701.2500,0.8385,1707.0000,777.0000,0.7500,1165.5000,734.2500,1.5000,1569.0000,823.5000,2.7042,766.1250,636.0000,2.4012,757.5000,832.5000,2.7300,808.5000,608.2500,0.7500,887.2500,849.0000,1.5000,,,,,,,,,
24,1377.0000,475.1250,0.7500,1543.5000,261.7500,1.5000,1248.7500,213.3750,1.0607,1344.0000,595.5000,1.5462,982.5000,399.0000,4.7434,639.7500,487.5000,0.8385,1377.7500,699.7500,1.6771,1707.0000,774.7500,2.2500,1166.2500,733.5000,1.0607,1569.0000,823.5000,0.0000,764.6250,636.0000,1.5000,750.3750,832.5000,7.1250,810.7500,608.6250,2.2810,889.5000,850.5000,2.7042,,,,,,,,,
25,1377.7500,474.0000,1.3521,1543.5000,261.3750,0.3750,1248.0000,212.2500,1.3521,1344.7500,595.5000,0.7500,984.7500,397.5000,2.7042,639.3750,486.0000,1.5462,1377.0000,699.0000,1.0607,1707.0000,774.0000,0.7500,1166.2500,733.5000,0.0000,1569.0000,823.5000,0.0000,765.7500,636.0000,1.1250,755.6250,829.5000,6.0467,810.0000,608.2500,0.8385,891.0000,846.7500,4.0389,,,,,,,,,
26,1378.5000,473.2500,1.0607,1545.0000,260.2500,1.8750,1247.2500,211.1250,1.3521,1344.7500,594.3750,1.1250,985.5000,397.1250,0.8385,639.3750,485.2500,0.7500,1378.5000,698.2500,1.6771,1705.5000,774.0000,1.5000,1165.5000,732.7500,1.0607,1570.5000,821.2500,2.7042,765.3750,634.5000,1.5462,754.5000,826.5000,3.2040,809.2500,606.7500,1.6771,892.5000,843.0000,4.0389,,,,,,,,,
27,1377.7500,474.7500,1.6771,1545.0000,259.8750,0.3750,1247.2500,210.7500,0.3750,1344.7500,593.2500,1.1250,986.2500,396.7500,0.8385,639.0000,484.5000,0.8385,1375.5000,697.5000,3.0923,1704.0000,772.5000,2.1213,1164.0000,732.0000,1.6771,1572.0000,820.5000,1.6771,766.1250,633.7500,1.0607,756.7500,826.5000,2.2500,809.2500,606.0000,0.7500,893.2500,843.0000,0.7500,,,,,,,,,
28,1378.5000,474.7500,0.7500,1545.0000,259.8750,0.0000,1248.7500,210.0000,1.6771,1344.0000,592.1250,1.3521,987.0000,396.0000,1.0607,637.5000,482.6250,2.4012,1376.2500,696.0000,1.6771,1705.5000,771.7500,1.6771,1165.5000,730.8750,1.8750,1572.0000,820.5000,0.0000,765.0000,633.0000,1.3521,756.7500,826.5000,0.0000,808.5000,602.2500,3.8243,894.7500,839.2500,4.0389,,,,,,,,,
29,1379.2500,474.0000,1.0607,1546.5000,259.1250,1.6771,1249.5000,209.6250,0.8385,1344.7500,591.3750,1.0607,990.0000,394.8750,3.2040,638.6250,481.8750,1.3521,1375.5000,695.6250,0.8385,1707.0000,771.0000,1.6771,1164.7500,730.1250,1.0607,1570.5000,819.7500,1.6771,768.7500,631.5000,4.0389,765.0000,827.2500,8.2840,808.5000,603.0000,0.7500,893.2500,841.5000,2.7042,,,,,,,,,
30,1378.5000,472.5000,1.6771,1546.5000,259.5000,0.3750,1250.2500,209.2500,0.8385,1345.5000,592.5000,1.3521,991.5000,393.7500,1.8750,638.6250,481.8750,0.0000,1376.2500,696.0000,0.8385,1707.0000,771.0000,0.0000,1163.2500,729.0000,1.8750,1569.0000,819.0000,1.6771,771.0000,632.2500,2.3717,769.5000,825.0000,5.0312,807.7500,601.1250,2.0194,892.5000,835.5000,6.0467,,,,,,,,,
31,1377.7500,472.5000,0.7500,1546.5000,259.1250,0.3750,1250.2500,208.8750,0.3750,1348.5000,592.1250,3.0233,991.5000,393.3750,0.3750,640.1250,481.8750,1.5000,1377.7500,694.1250,2.4012,1705.5000,769.5000,2.1213,1163.2500,728.2500,0.7500,1570.5000,818.2500,1.6771,771.7500,632.2500,0.7500,766.5000,825.0000,3.0000,808.5000,602.2500,1.3521,893.2500,837.0000,1.6771,,,,,,,,,
32,1378.5000,472.1250,0.8385,1548.0000,258.7500,1.5462,1251.7500,208.1250,1.6771,1348.5000,590.2500,1.8750,993.0000,393.3750,1.5000,640.1250,480.7500,1.1250,1378.5000,692.6250,1.6771,1705.5000,770.2500,0.7500,1165.5000,727.1250,2.5156,1570.5000,819.0000,0.7500,771.0000,630.7500,1.6771,765.3750,826.5000,1.8750,808.5000,601.1250,1.1250,894.0000,838.5000,1.6771,,,,,,,,,
33,1378.5000,471.7500,0.3750,1548.0000,259.5000,0.7500,1252.5000,208.1250,0.7500,1347.7500,589.8750,0.8385,993.7500,392.6250,1.0607,640.1250,480.0000,0.7500,1378.5000,692.6250,0.0000,1705.5000,770.2500,0.0000,1164.0000,726.3750,1.6771,1569.0000,819.0000,1.5000,772.5000,630.0000,1.6771,768.7500,827.2500,3.4573,808.5000,600.0000,1.1250,894.7500,838.5000,0.7500,,,,,,,,,
34,1378.5000,470.2500,1.5000,1548.0000,259.1250,0.3750,1254.0000,207.7500,1.5462,1348.5000,590.6250,1.0607,993.0000,392.2500,0.8385,640.8750,480.0000,0.7500,1381.5000,693.0000,3.0233,1705.5000,769.5000,0.7500,1165.5000,727.5000,1.8750,1570.5000,819.7500,1.6771,774.0000,630.3750,1.5462,771.0000,825.0000,3.1820,808.5000,599.2500,0.7500,894.7500,834.7500,3.7500,,,,,,,,,
35,1379.2500,468.7500,1.6771,1549.5000,258.0000,1.8750,1254.7500,207.0000,1.0607,1351.5000,590.6250,3.0000,995.2500,392.2500,2.2500,643.1250,480.0000,2.2500,1383.0000,692.6250,1.5462,1705.5000,768.0000,1.5000,1167.0000,727.5000,1.5000,1572.0000,819.0000,1.6771,777.7500,629.6250,3.8243,775.5000,823.5000,4.7434,810.0000,599.2500,1.5000,894.7500,834.0000,0.7500,,,,,,,,,
36,1380.0000,467.2500,1.6771,1549.5000,257.2500,0.7500,1254.7500,205.5000,1.5000,1352.2500,589.5000,1.3521,995.2500,391.5000,0.7500,642.7500,479.2500,0.8385,1383.7500,691.8750,1.0607,1705.5000,767.2500,0.7500,1169.2500,726.7500,2.3717,1573.5000,820.5000,2.1213,778.5000,628.5000,1.3521,777.0000,824.2500,1.6771,810.7500,598.8750,0.8385,894.0000,836.2500,2.3717,,,,,,,,,
37,1380.0000,467.2500,0.0000,1549.5000,257.2500,0.0000,1254.7500,205.5000,0.0000,1353.0000,588.7500,1.0607,996.0000,391.5000,0.7500,643.5000,478.5000,1.0607,1383.0000,691.5000,0.8385,1705.5000,767.2500,0.0000,1170.0000,726.0000,1.0607,1572.0000,820.5000,1.5000,780.0000,628.1250,1.5462,778.5000,825.0000,1.6771,811.5000,599.2500,0.8385,893.2500,837.7500,1.6771,,,,,,,,,
38,1380.0000,466.5000,0.7500,1551.0000,257.2500,1.5000,1255.5000,205.1250,0.8385,1353.0000,586.8750,1.8750,996.7500,391.5000,0.7500,643.1250,477.7500,0.8385,1383.0000,690.0000,1.5000,1707.0000,766.5000,1.6771,1172.2500,726.0000,2.2500,1575.0000,820.5000,3.0000,776.2500,627.7500,3.7687,775.5000,826.5000,3.3541,810.0000,598.8750,1.5462,893.2500,839.2500,1.5000,,,,,,,,,
39,1380.7500,466.1250,0.8385,1551.0000,256.5000,0.7500,1254.7500,204.7500,0.8385,1353.0000,586.8750,0.0000,995.2500,391.5000,1.5000,643.8750,478.5000,1.0607,1383.0000,690.3750,0.3750,1707.0000,766.5000,0.0000,1172.2500,726.0000,0.0000,1575.0000,820.5000,0.0000,775.5000,628.5000,1.0607,772.5000,825.7500,3.0923,811.5000,600.3750,2.1213,894.0000,840.7500,1.6771,,,,,,,,,
40,1380.7500,466.1250,0.0000,1551.0000,256.5000,0.0000,1254.7500,204.7500,0.0000,1353.0000,586.8750,0.0000,994.5000,391.5000,0.7500,643.5000,479.2500,0.8385,1383.7500,690.3750,0.7500,1707.0000,765.7500,0.7500,1173.7500,726.7500,1.6771,1576.5000,820.5000,1.5000,776.2500,628.5000,0.7500,774.0000,825.7500,1.5000,811.5000,600.7500,0.3750,894.7500,840.0000,1.0607,,,,,,,,,
41,1380.7500,466.1250,0.0000,1551.0000,256.1250,0.3750,1255.5000,204.3750,0.8385,1353.7500,586.8750,0.7500,993.7500,391.5000,0.7500,643.8750,480.3750,1.1859,1386.0000,690.0000,2.2810,1708.5000,764.2500,2.1213,1176.0000,727.8750,2.5156,1578.0000,822.0000,2.1213,777.0000,629.2500,1.0607,777.0000,826.5000,3.0923,812.2500,602.6250,2.0194,894.0000,843.0000,3.0923,,,,,,,,,
42,1381.5000,465.7500,0.8385,1551.0000,256.5000,0.3750,1255.5000,204.7500,0.3750,1353.7500,586.8750,0.0000,995.2500,392.2500,1.6771,645.0000,480.0000,1.1859,1385.2500,690.0000,0.7500,1708.5000,765.7500,1.5000,1176.0000,726.7500,1.1250,1576.5000,822.0000,1.5000,777.0000,629.2500,0.0000,776.2500,828.0000,1.6771,813.0000,602.2500,0.8385,896.2500,843.0000,2.2500,,,,,,,,,
43,1380.7500,465.7500,0.7500,1549.5000,255.7500,1.6771,1254.7500,204.7500,0.7500,1354.5000,587.6250,1.0607,995.2500,392.2500,0.0000,646.1250,480.3750,1.1859,1384.5000,690.0000,0.7500,1708.5000,765.0000,0.7500,1173.7500,726.0000,2.3717,1575.0000,822.0000,1.5000,780.0000,630.0000,3.0923,776.2500,828.0000,0.0000,813.7500,602.2500,0.7500,894.0000,843.7500,2.3717,,,,,,,,,
44,1381.5000,465.7500,0.7500,1551.0000,255.7500,1.5000,1255.5000,204.3750,0.8385,1353.7500,587.2500,0.8385,995.2500,393.0000,0.7500,646.1250,480.3750,0.0000,1383.7500,690.3750,0.8385,1710.0000,765.7500,1.6771,1173.7500,724.8750,1.1250,1573.5000,821.2500,1.6771,780.0000,630.3750,0.3750,777.0000,829.5000,1.6771,813.7500,601.8750,0.3750,891.7500,844.5000,2.3717,,,,,,,,,
45,1381.5000,468.0000,2.2500,1551.0000,253.8750,1.8750,1257.0000,203.6250,1.6771,1354.5000,586.8750,0.8385,996.7500,393.3750,1.5462,646.8750,480.7500,0.8385,1383.7500,690.0000,0.3750,1710.0000,765.7500,0.0000,1174.5000,726.0000,1.3521,1576.5000,820.5000,3.0923,780.7500,629.6250,1.0607,780.7500,829.5000,3.7500,815.2500,603.3750,2.1213,893.2500,846.7500,2.7042,,,,,,,,,
46,1381.5000,467.2500,0.7500,1552.5000,254.2500,1.5462,1257.0000,203.6250,0.0000,1355.2500,585.7500,1.3521,996.7500,394.1250,0.7500,646.8750,482.2500,1.5000,1385.2500,690.3750,1.5462,1710.0000,765.0000,0.7500,1179.7500,727.8750,5.5748,1579.5000,821.2500,3.0923,783.7500,628.8750,3.0923,790.5000,829.5000,9.7500,815.2500,605.6250,2.2500,892.5000,849.7500,3.0923,,,,,,,,,
47,1381.5000,468.0000,0.7500,1551.0000,254.2500,1.5000,1257.0000,203.2500,0.3750,1354.5000,585.3750,0.8385,997.5000,393.7500,0.8385,647.2500,482.6250,0.5303,1386.0000,689.2500,1.3521,1710.0000,765.0000,0.0000,1181.2500,729.0000,1.8750,1584.0000,821.2500,4.5000,783.7500,629.2500,0.3750,790.5000,828.7500,0.7500,816.0000,607.5000,2.0194,894.0000,850.5000,1.6771,,,,,,,,,
48,1381.5000,467.6250,0.3750,1552.5000,254.2500,1.5000,1257.7500,202.1250,1.3521,1353.7500,585.3750,0.7500,997.5000,394.1250,0.3750,646.5000,483.0000,0.8385,1386.0000,689.6250,0.3750,1711.5000,763.5000,2.1213,1179.7500,729.0000,1.5000,1585.5000,819.7500,2.1213,783.0000,630.0000,1.0607,789.0000,827.2500,2.1213,816.0000,606.7500,0.7500,897.0000,846.7500,4.8023,,,,,,,,,
49,1383.0000,467.2500,1.5462,1554.0000,254.6250,1.5462,1260.7500,201.0000,3.2040,1354.5000,585.7500,0.8385,997.5000,394.1250,0.0000,646.8750,483.7500,0.8385,1386.7500,690.0000,0.8385,1713.0000,762.7500,1.6771,1179.0000,729.7500,1.0607,1585.5000,820.5000,0.7500,783.0000,630.0000,0.0000,789.0000,825.0000,2.2500,816.0000,607.1250,0.3750,897.7500,846.0000,1.0607,,,,,,,,,
50,1383.0000,466.5000,0.7500,1554.0000,256.5000,1.8750,1263.7500,200.6250,3.0233,1356.0000,586.5000,1.6771,999.0000,394.5000,1.5462,647.2500,483.0000,0.8385,1390.5000,690.0000,3.7500,1713.0000,762.0000,0.7500,1182.7500,731.2500,4.0389,1587.0000,821.2500,1.6771,786.7500,629.6250,3.7687,798.0000,824.2500,9.0312,816.7500,605.6250,1.6771,900.0000,842.2500,4.3732,,,,,,,,,
51,1383.7500,467.6250,1.3521,1554.0000,256.5000,0.0000,1266.0000,199.5000,2.5156,1356.0000,587.2500,0.7500,999.0000,394.5000,0.0000,647.6250,482.2500,0.8385,1392.0000,691.1250,1.8750,1714.5000,764.2500,2.7042,1185.0000,732.7500,2.7042,1590.0000,823.5000,3.7500,786.0000,629.2500,0.8385,795.0000,825.0000,3.0923,817.5000,605.2500,0.8385,900.0000,842.2500,0.0000,,,,,,,,,
52,1384.5000,468.7500,1.3521,1554.0000,258.0000,1.5000,1266.7500,200.2500,1.0607,1354.5000,587.2500,1.5000,1001.2500,394.5000,2.2500,648.3750,480.7500,1.6771,1392.0000,690.0000,1.1250,1714.5000,765.0000,0.7500,1185.0000,732.7500,0.0000,1590.0000,825.0000,1.5000,781.5000,629.2500,4.5000,786.0000,825.7500,9.0312,817.5000,603.7500,1.5000,902.2500,841.5000,2.3717,,,,,,,,,
53,1386.0000,469.1250,1.5462,1555.5000,258.3750,1.5462,1267.5000,200.6250,0.8385,1353.7500,588.7500,1.6771,999.0000,394.5000,2.2500,648.3750,482.2500,1.5000,1390.5000,691.5000,2.1213,1714.5000,765.7500,0.7500,1181.2500,730.1250,4.5775,1584.0000,822.0000,6.7082,780.0000,631.5000,2.7042,780.0000,825.7500,6.0000,817.5000,604.8750,1.1250,900.7500,841.5000,1.5000,,,,,,,,,
54,1386.0000,469.5000,0.3750,1554.0000,259.5000,1.8750,1268.2500,201.7500,1.3521,1352.2500,590.6250,2.4012,997.5000,394.8750,1.5462,648.7500,483.0000,0.8385,1390.5000,693.0000,1.5000,1716.0000,766.5000,1.6771,1178.2500,729.3750,3.0923,1581.0000,822.0000,3.0000,781.5000,632.6250,1.8750,779.2500,826.5000,1.0607,817.5000,604.1250,0.7500,900.7500,839.2500,2.2500,,,,,,,,,
55,1387.5000,471.0000,2.1213,1554.0000,259.5000,0.0000,1269.0000,202.8750,1.3521,1352.2500,591.0000,0.3750,996.0000,395.2500,1.5462,649.1250,484.8750,1.9121,1389.7500,693.7500,1.0607,1714.5000,766.5000,1.5000,1176.7500,729.7500,1.5462,1581.0000,819.7500,2.2500,783.0000,632.6250,1.5000,781.5000,824.2500,3.1820,819.0000,605.2500,1.8750,900.7500,838.5000,0.7500,,,,,,,,,
56,1387.5000,470.2500,0.7500,1555.5000,259.5000,1.5000,1269.0000,203.6250,0.7500,1353.0000,591.3750,0.8385,995.2500,395.2500,0.7500,648.7500,485.2500,0.5303,1387.5000,693.3750,2.2810,1714.5000,767.2500,0.7500,1176.0000,729.7500,0.7500,1585.5000,820.5000,4.5621,782.2500,632.2500,0.8385,779.2500,825.0000,2.3717,819.0000,606.0000,0.7500,901.5000,840.7500,2.3717,,,,,,,,,
57,1388.2500,471.7500,1.6771,1555.5000,259.8750,0.3750,1269.0000,204.7500,1.1250,1352.2500,592.5000,1.3521,996.0000,396.0000,1.0607,649.5000,485.6250,0.8385,1388.2500,694.1250,1.0607,1714.5000,768.7500,1.5000,1176.0000,731.2500,1.5000,1584.0000,819.7500,1.6771,782.2500,633.3750,1.1250,779.2500,824.2500,0.7500,820.5000,605.2500,1.6771,905.2500,837.0000,5.3033,,,,,,,,,
58,1389.0000,471.0000,1.0607,1557.0000,261.0000,1.8750,1270.5000,205.5000,1.6771,1352.2500,591.7500,0.7500,996.0000,397.1250,1.1250,649.5000,486.7500,1.1250,1389.0000,695.2500,1.3521,1716.0000,768.7500,1.5000,1177.5000,732.0000,1.6771,1587.0000,819.7500,3.0000,784.5000,633.7500,2.2810,783.7500,825.7500,4.7434,820.5000,606.0000,0.7500,906.7500,838.5000,2.1213,,,,,,,,,
