frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
112,1190.2500,561.7500,3.1820,1282.5000,330.0000,6.1847,1045.5000,327.1875,8.4708,1035.0000,677.6250,7.0456,819.7500,327.0000,2.5503,578.6250,398.2500,2.4012,915.0000,679.1250,19.3552,921.0000,912.0000,33.4823,881.2500,724.5000,10.5601,1029.0000,959.2500,19.5576,763.8750,628.8750,5.0031,777.0000,799.5000,7.5374,639.7500,604.8750,1.5000,537.7500,762.0000,8.4271,,,,,,,,,
113,1189.5000,562.1250,0.8385,1284.0000,320.6250,9.4942,1042.5000,318.7500,8.9550,1029.7500,672.7500,7.1644,817.5000,325.1250,2.9288,579.0000,396.0000,2.2810,916.5000,678.0000,1.8750,934.5000,915.7500,14.0112,874.5000,719.6250,8.3264,1022.2500,959.2500,6.7500,756.7500,624.7500,8.2329,758.2500,800.2500,18.7650,639.7500,600.0000,4.8750,534.0000,762.7500,3.8243,,,,,,,,,
114,1192.5000,556.1250,6.7082,1285.5000,309.5625,11.1637,1039.5000,313.8750,5.7241,1034.2500,672.7500,4.5000,819.0000,320.0625,5.2800,579.3750,395.2500,0.8385,935.2500,682.5000,19.2824,966.7500,920.2500,32.5624,869.2500,715.1250,6.9147,1009.5000,957.0000,12.9470,767.2500,628.1250,11.0291,776.2500,811.5000,21.2265,640.5000,598.8750,1.3521,529.5000,769.5000,8.1125,,,,,,,,,
115,1191.0000,549.0000,7.2812,1287.7500,303.0000,6.9375,1038.0000,309.9375,4.2135,1039.5000,670.1250,5.8697,818.2500,316.5000,3.6406,579.0000,397.1250,1.9121,951.7500,681.0000,16.5680,996.7500,903.0000,34.6058,867.0000,709.5000,6.0583,1000.5000,948.0000,12.7279,766.5000,627.7500,0.8385,779.2500,811.5000,3.0000,638.6250,599.2500,1.9121,520.1250,771.0000,9.4942,,,,,,,,,
116,1189.5000,544.5000,4.7434,1291.5000,292.3125,11.3263,1038.0000,300.1875,9.7500,1041.7500,668.2500,2.9288,832.5000,314.6250,14.3728,586.1250,395.6250,7.2812,981.0000,688.1250,30.1053,1050.7500,910.5000,54.5183,864.0000,703.5000,6.7082,988.5000,942.0000,13.4164,783.0000,630.0000,16.6527,798.7500,815.2500,19.8573,639.0000,596.2500,3.0233,505.1250,768.0000,15.2971,,,,,,,,,
117,1189.5000,540.3750,4.1250,1299.0000,289.1250,8.1492,1038.0000,292.3125,7.8750,1049.2500,669.7500,7.6485,837.7500,312.3750,5.7118,593.2500,397.1250,7.2812,1005.0000,695.2500,25.0353,1092.7500,918.7500,42.8026,861.7500,702.0000,2.7042,981.0000,945.0000,8.0777,788.2500,634.5000,6.9147,790.5000,819.0000,9.0623,642.3750,595.1250,3.5576,494.2500,765.0000,11.2812,,,,,,,,,
118,1189.5000,545.2500,4.8750,1309.5000,288.0000,10.5601,1038.0000,282.7500,9.5625,1044.7500,677.2500,8.7464,846.0000,312.1875,8.2521,606.7500,396.3750,13.5208,1029.0000,708.7500,27.5363,1127.2500,961.5000,54.9346,860.2500,699.0000,3.3541,981.7500,957.7500,12.7720,796.5000,631.5000,8.7785,789.7500,821.2500,2.3717,640.8750,586.1250,9.1241,485.2500,762.0000,9.4868,,,,,,,,,
119,1189.5000,553.8750,8.6250,1315.5000,282.1875,8.3538,1033.5000,281.2500,4.7434,1040.2500,687.7500,11.4237,851.2500,309.0000,6.1419,614.6250,385.8750,13.1250,1053.0000,732.0000,33.4150,1166.2500,1029.0000,77.9567,861.7500,704.2500,5.4601,969.7500,974.2500,20.4022,801.7500,631.1250,5.2634,788.2500,831.7500,10.6066,642.0000,571.1250,15.0421,472.5000,756.0000,14.0912,,,,,,,,,
120,1185.7500,556.1250,4.3732,1317.0000,283.1250,1.7689,1031.2500,280.8750,2.2810,1039.5000,686.6250,1.3521,858.0000,301.5000,10.0902,620.2500,376.5000,10.9330,1067.2500,735.0000,14.5624,1186.5000,1047.0000,27.0936,862.5000,693.7500,10.5268,957.7500,968.2500,13.4164,804.0000,624.3750,7.1151,783.0000,831.7500,5.2500,642.0000,558.7500,12.3750,464.2500,751.5000,9.3975,,,,,,,,,
121,1180.5000,559.5000,6.2412,1317.0000,291.9375,8.8125,1027.5000,285.0000,5.5748,1034.2500,690.7500,6.6767,862.5000,300.3750,4.6385,621.0000,374.6250,2.0194,1072.5000,741.0000,7.9726,1198.5000,1059.0000,16.9706,857.2500,691.8750,5.5748,947.2500,963.0000,11.7394,800.2500,623.2500,3.9151,776.2500,826.5000,8.5513,637.5000,555.7500,5.4083,457.8750,744.7500,9.2846,,,,,,,,,
122,1170.0000,570.0000,14.8492,1318.5000,302.8125,10.9780,1019.2500,291.7500,10.6595,1031.2500,696.3750,6.3750,868.5000,296.6250,7.0755,624.0000,371.2500,4.5156,1083.0000,747.0000,12.0934,1212.0000,1077.0000,22.5000,854.2500,687.3750,5.4083,935.2500,960.7500,12.2091,801.7500,622.1250,1.8750,765.7500,829.5000,10.9202,636.3750,551.2500,4.6385,450.0000,745.5000,7.9106,,,,,,,,,
123,1158.7500,583.8750,17.8628,1316.2500,311.2500,8.7323,1009.5000,298.3125,11.7528,1026.0000,705.7500,10.7449,873.7500,299.4375,5.9559,630.3750,369.0000,6.7604,1084.5000,753.0000,6.1847,1212.0000,1080.0000,3.0000,849.0000,693.7500,8.2585,927.7500,963.0000,7.8302,798.0000,622.5000,3.7687,749.6250,826.5000,16.4017,640.5000,549.7500,4.3893,451.1250,741.7500,3.9151,,,,,,,,,
124,1144.5000,600.7500,22.0868,1312.5000,326.8125,16.0079,1001.2500,309.9375,14.2549,1020.7500,717.0000,12.4147,877.5000,298.1250,3.9731,636.0000,364.5000,7.2035,1089.7500,761.2500,9.7788,1215.0000,1080.0000,3.0000,846.0000,697.5000,4.8023,913.5000,959.2500,14.7352,798.0000,621.7500,0.7500,747.0000,819.0000,7.9461,645.7500,545.6250,6.6767,450.0000,732.7500,9.0700,,,,,,,,,
125,1144.5000,621.3750,20.6250,1310.2500,334.8750,8.3706,991.5000,322.6875,16.0507,1019.2500,729.3750,12.4656,882.0000,300.7500,5.2097,645.0000,364.8750,9.0078,1090.5000,766.5000,5.3033,1206.0000,1080.0000,9.0000,843.7500,701.2500,4.3732,906.7500,957.0000,7.1151,803.2500,623.2500,5.4601,744.3750,818.2500,2.7300,651.7500,544.1250,6.1847,448.8750,729.7500,3.2040,,,,,,,,,
126,1146.0000,633.0000,11.7214,1314.0000,344.4375,10.2715,988.5000,330.5625,8.4271,1012.5000,731.6250,7.1151,880.5000,299.0625,2.2578,648.0000,361.1250,4.8023,1087.5000,768.7500,3.7500,1200.7500,1080.0000,5.2500,839.2500,699.0000,5.0312,895.5000,957.0000,11.2500,800.2500,619.5000,4.8023,734.6250,818.2500,9.7500,654.7500,540.7500,4.5156,451.8750,732.7500,4.2426,,,,,,,,,
